feedback,sentiment,category
"For some reason, it would be useful to have a wishlist This happens repeatedly.",neutral,feature_request
"Today, please add dark mode to the application This is frustrating.",neutral,feature_request
I am having trouble because the application is lagging badly Please look into it.,negative,performance
"Honestly, the website is extremely slow today Please help.",negative,performance
"Honestly, the new interface looks clean This happens repeatedly.",negative,ui
"Recently, the app shows an error after checkout Please help.",negative,bug
"Today, it would be great to have a dark theme This happens repeatedly.",neutral,feature_request
"Unfortunately, i would like an option to download invoices",neutral,feature_request
"Unfortunately, the order status is displaying incorrectly This happens repeatedly.",negative,bug
"Recently, the customer care representative was helpful",positive,support
The text on the screen is too small I need assistance.,positive,ui
"Recently, i found a bug in the checkout process This happens repeatedly.",negative,bug
"Today, the app logs me out whenever I try to sign in This is frustrating.",negative,login
The navigation is difficult to understand This is frustrating.,positive,ui
"Honestly, the design is simple and user friendly Please help.",positive,ui
"Unfortunately, the search results are incorrect I need assistance.",negative,bug
"Unfortunately, the page becomes blank after clicking the button I need assistance.",negative,bug
"For some reason, please add notifications for price changes Please look into it.",neutral,feature_request
"Recently, the application interface is easy to use Please look into it.",negative,ui
Please add notifications for price changes This happens repeatedly.,neutral,feature_request
"Unfortunately, the application crashes when I open my profile I need assistance.",neutral,bug
The customer care representative was helpful I need assistance.,negative,support
"For some reason, please provide an option to change the language",neutral,feature_request
"For some reason, please add dark mode to the application",neutral,feature_request
I noticed that the notification is showing the wrong information This happens repeatedly.,negative,bug
"Honestly, my payment is stuck Please help.",negative,payment
I am having trouble because it would be great to have a dark theme Please look into it.,positive,feature_request
"Honestly, i would like an option to download invoices This is frustrating.",neutral,feature_request
"Unfortunately, the payment page shows an error This happens repeatedly.",neutral,payment
"Honestly, please add a filter for previous orders Can you fix this?",neutral,feature_request
I found a bug in the checkout process This is frustrating.,negative,bug
"Today, the new interface looks clean I need assistance.",neutral,ui
"For some reason, the support team solved my issue quickly Please help.",positive,support
"Unfortunately, the transaction was declined",negative,payment
"Today, the password reset link is not working This happens repeatedly.",negative,login
"Today, the support team solved my issue quickly Please help.",negative,support
"Today, the app takes too long to load",negative,performance
"Honestly, the page becomes blank after clicking the button This happens repeatedly.",neutral,bug
"Honestly, the interface needs improvement This is frustrating.",negative,ui
I am having trouble because the navigation is difficult to understand Can you fix this?,negative,ui
"Recently, login takes me back to the sign in page Can you fix this?",negative,login
"Today, please add a filter for previous orders This happens repeatedly.",neutral,feature_request
"Today, the application freezes frequently Please look into it.",negative,performance
"Unfortunately, support took too long to respond Please look into it.",negative,support
"For some reason, i cannot verify my account I need assistance.",negative,login
I am having trouble because i forgot my password and cannot sign in I need assistance.,negative,login
"Today, support took too long to respond Please help.",positive,support
"For some reason, support took too long to respond",positive,support
"Recently, the search results are incorrect This is frustrating.",negative,bug
"Today, the app takes too long to load This is frustrating.",negative,performance
"Recently, i cannot verify my account I need assistance.",negative,login
I am having trouble because the search results are incorrect Please look into it.,negative,bug
"Honestly, the support team solved my issue quickly Please help.",neutral,support
"Honestly, the customer care representative was helpful Please help.",negative,support
"Recently, customer service was very helpful This is frustrating.",positive,support
"For some reason, the support team solved my issue quickly This happens repeatedly.",negative,support
"Today, i would like an option to download invoices",neutral,feature_request
I noticed that the page becomes blank after clicking the button Please look into it.,negative,bug
"Honestly, i am happy with the assistance I received Please look into it.",positive,support
"For some reason, money was deducted but the payment failed",neutral,payment
"Today, i am happy with the assistance I received",negative,support
"Today, it would be great to have a dark theme This is frustrating.",neutral,feature_request
"Recently, the payment page shows an error I need assistance.",negative,payment
The support team solved my issue quickly,negative,support
"Recently, pages are loading slowly Please look into it.",negative,performance
"Honestly, the order status is displaying incorrectly I need assistance.",negative,bug
"Honestly, the interface needs improvement",positive,ui
I am having trouble because the support staff were polite and professional This is frustrating.,negative,support
"Honestly, every screen takes a long time to open Please look into it.",negative,performance
"Unfortunately, my payment is stuck Please look into it.",negative,payment
I am having trouble because login takes me back to the sign in page This is frustrating.,negative,login
"For some reason, money was deducted but the payment failed This happens repeatedly.",negative,payment
I am having trouble because customer service was very helpful I need assistance.,neutral,support
"For some reason, i would like an option to download invoices Please look into it.",neutral,feature_request
"Honestly, it takes forever to open the dashboard Please look into it.",negative,performance
I noticed that please add a filter for previous orders Can you fix this?,neutral,feature_request
"For some reason, the app takes too long to load This is frustrating.",negative,performance
The transaction was declined Please look into it.,negative,payment
"Recently, it takes forever to open the dashboard",neutral,performance
The transaction was declined I need assistance.,negative,payment
I noticed that i cannot complete the payment I need assistance.,negative,payment
"Unfortunately, the design is simple and user friendly Please look into it.",positive,ui
"For some reason, the support staff were polite and professional",negative,support
I am having trouble because the application crashes when I open my profile Please look into it.,negative,bug
"For some reason, can you add fingerprint login This is frustrating.",neutral,feature_request
"Recently, customer service was very helpful Can you fix this?",negative,support
"Recently, the design is simple and user friendly I need assistance.",negative,ui
"Honestly, please add a filter for previous orders This is frustrating.",neutral,feature_request
"Honestly, the website response time is very poor Can you fix this?",negative,performance
I am having trouble because the password reset link is not working Can you fix this?,negative,login
"Unfortunately, my payment failed while placing the order This happens repeatedly.",negative,payment
"For some reason, please provide an option to change the language Please look into it.",neutral,feature_request
I noticed that pages are loading slowly This is frustrating.,negative,performance
"Today, money was deducted but the payment failed I need assistance.",negative,payment
"Honestly, the colors and layout make the app easy to use Please look into it.",positive,ui
"Unfortunately, i have not received a response from support This happens repeatedly.",negative,support
"Honestly, the application is lagging badly This is frustrating.",negative,performance
"Honestly, the website response time is very poor This happens repeatedly.",negative,performance
I noticed that can you add fingerprint login Can you fix this?,neutral,feature_request
I am having trouble because can you add fingerprint login This happens repeatedly.,neutral,feature_request
"Today, the support staff were polite and professional This is frustrating.",positive,support
"Recently, please add dark mode to the application Please help.",neutral,feature_request
The app becomes slow during checkout I need assistance.,negative,performance
I am having trouble because i would like an option to download invoices This happens repeatedly.,neutral,feature_request
"Unfortunately, it takes forever to open the dashboard Please look into it.",negative,performance
I am having trouble because the app logs me out whenever I try to sign in This is frustrating.,negative,login
"Recently, the notification is showing the wrong information This happens repeatedly.",negative,bug
I noticed that the design is simple and user friendly Can you fix this?,negative,ui
The OTP is not arriving during login,negative,login
"For some reason, it takes forever to open the dashboard Please help.",negative,performance
"Today, pages are loading slowly This is frustrating.",negative,performance
"Unfortunately, the notification is showing the wrong information Please help.",neutral,bug
I noticed that the app takes too long to load This is frustrating.,negative,performance
"Recently, i am unable to pay for my order Please help.",negative,payment
"Unfortunately, the support experience was disappointing This happens repeatedly.",positive,support
I noticed that i cannot login to my account Can you fix this?,negative,login
Pages are loading slowly I need assistance.,negative,performance
I noticed that pages are loading slowly I need assistance.,negative,performance
I noticed that the transaction was declined Please help.,neutral,payment
I am unable to pay for my order Please look into it.,negative,payment
"Today, the OTP is not arriving during login This happens repeatedly.",negative,login
"Recently, i cannot complete the payment This happens repeatedly.",negative,payment
I noticed that the website response time is very poor Please look into it.,neutral,performance
"Unfortunately, can you add fingerprint login Please look into it.",neutral,feature_request
"Unfortunately, the page becomes blank after clicking the button This happens repeatedly.",negative,bug
"Recently, the page becomes blank after clicking the button Please look into it.",negative,bug
"Recently, something is broken in the application I need assistance.",negative,bug
"For some reason, i cannot verify my account This is frustrating.",negative,login
"Unfortunately, the app becomes slow during checkout I need assistance.",negative,performance
"Honestly, the app shows an error after checkout Can you fix this?",neutral,bug
"Today, i would like an option to download invoices Can you fix this?",neutral,feature_request
I cannot verify my account This is frustrating.,negative,login
I am having trouble because the support staff were polite and professional This is frustrating.,positive,support
I am having trouble because the text on the screen is too small This is frustrating.,negative,ui
The website is extremely slow today,negative,performance
"For some reason, support took too long to respond This is frustrating.",positive,support
"Honestly, the new interface looks clean Please look into it.",negative,ui
I noticed that the OTP is not arriving during login This is frustrating.,negative,login
I am having trouble because the interface needs improvement Can you fix this?,negative,ui
Can you add fingerprint login Can you fix this?,neutral,feature_request
"Unfortunately, customer service was very helpful Please help.",positive,support
"Recently, the login page is not working Can you fix this?",neutral,login
"For some reason, the application is lagging badly Please help.",neutral,performance
I am having trouble because it takes forever to open the dashboard Please look into it.,negative,performance
"Today, i was charged but the order was not placed Please help.",neutral,payment
"Honestly, the app becomes slow during checkout",negative,performance
"Honestly, the design is simple and user friendly This happens repeatedly.",positive,ui
Something is broken in the application Can you fix this?,negative,bug
The customer care representative was helpful Can you fix this?,negative,support
I am having trouble because the support team did not resolve my problem,negative,support
"Today, the interface needs improvement Please look into it.",neutral,ui
"Today, my account login keeps failing Please help.",neutral,login
"For some reason, my account login keeps failing This is frustrating.",negative,login
"Honestly, it takes forever to open the dashboard This is frustrating.",negative,performance
"Honestly, the application freezes frequently Please look into it.",negative,performance
I am having trouble because every screen takes a long time to open Please help.,negative,performance
"Today, i cannot login to my account Please look into it.",negative,login
"Unfortunately, can you add fingerprint login Can you fix this?",neutral,feature_request
I am having trouble because the design is simple and user friendly Please look into it.,negative,ui
"For some reason, the app becomes slow during checkout This happens repeatedly.",negative,performance
"For some reason, the card payment keeps failing This is frustrating.",negative,payment
"Today, every screen takes a long time to open Please help.",negative,performance
"Recently, the interface needs improvement Can you fix this?",positive,ui
Login takes me back to the sign in page This happens repeatedly.,negative,login
"Today, it would be great to have a dark theme Can you fix this?",neutral,feature_request
I noticed that my payment is stuck,negative,payment
"For some reason, the support experience was disappointing This happens repeatedly.",positive,support
"Unfortunately, the search results are incorrect This is frustrating.",negative,bug
"Today, please add dark mode to the application Please help.",neutral,feature_request
"Unfortunately, the website response time is very poor This is frustrating.",negative,performance
I am happy with the assistance I received Please look into it.,negative,support
"Unfortunately, the app shows an error after checkout This is frustrating.",negative,bug
"Unfortunately, pages are loading slowly Please help.",negative,performance
"For some reason, it would be useful to have a wishlist This happens repeatedly.",neutral,feature_request
"Unfortunately, the website is extremely slow today This is frustrating.",negative,performance
"Today, the order status is displaying incorrectly Please look into it.",negative,bug
"Today, nobody from customer support has contacted me Please help.",negative,support
"For some reason, i cannot complete the payment I need assistance.",negative,payment
My account login keeps failing,negative,login
"Recently, the colors and layout make the app easy to use",positive,ui
"Honestly, please provide an option to change the language This is frustrating.",positive,feature_request
Can you add fingerprint login,neutral,feature_request
I noticed that the new interface looks clean I need assistance.,positive,ui
The login page is not working This is frustrating.,negative,login
"For some reason, i cannot login to my account This is frustrating.",negative,login
I am happy with the assistance I received Can you fix this?,negative,support
"Today, the support staff were polite and professional This is frustrating.",negative,support
I noticed that i would like to schedule deliveries Please help.,neutral,feature_request
"Honestly, the app takes too long to load Can you fix this?",negative,performance
"Recently, i forgot my password and cannot sign in",negative,login
"Honestly, it would be great to have a dark theme Please look into it.",neutral,feature_request
"Honestly, please add a filter for previous orders I need assistance.",neutral,feature_request
I noticed that the application freezes frequently This happens repeatedly.,negative,performance
I noticed that please add more payment methods This is frustrating.,neutral,feature_request
"Unfortunately, the password reset link is not working This is frustrating.",negative,login
I noticed that uPI payment is not going through This happens repeatedly.,neutral,payment
I am having trouble because login takes me back to the sign in page I need assistance.,negative,login
"Honestly, the support team did not resolve my problem Please look into it.",positive,support
"For some reason, please add more payment methods Please look into it.",neutral,feature_request
I noticed that the app becomes slow during checkout I need assistance.,negative,performance
"Today, the app becomes slow during checkout Can you fix this?",neutral,performance
I am unable to access my account Can you fix this?,negative,login
"Today, the payment page shows an error Can you fix this?",negative,payment
I am having trouble because please provide an option to change the language Can you fix this?,neutral,feature_request
"Recently, the website is extremely slow today",negative,performance
"For some reason, the new interface looks clean Can you fix this?",positive,ui
"Honestly, the transaction was declined This happens repeatedly.",negative,payment
The customer care representative was helpful Can you fix this?,negative,support
"Unfortunately, pages are loading slowly I need assistance.",negative,performance
"For some reason, the menu layout is confusing This is frustrating.",positive,ui
I noticed that my account login keeps failing This happens repeatedly.,negative,login
The password reset link is not working This is frustrating.,negative,login
I noticed that i cannot verify my account I need assistance.,negative,login
I am having trouble because the menu layout is confusing This is frustrating.,positive,ui
"Today, the dashboard looks great Please look into it.",positive,ui
"For some reason, please provide an option to change the language I need assistance.",neutral,feature_request
"Honestly, the menu layout is confusing Please look into it.",positive,ui
The interface needs improvement This is frustrating.,positive,ui
"Honestly, the colors and layout make the app easy to use Can you fix this?",negative,ui
"Unfortunately, the transaction was declined I need assistance.",neutral,payment
"Recently, i am unable to pay for my order This is frustrating.",negative,payment
"Today, please add more payment methods",neutral,feature_request
"Honestly, i cannot login to my account",negative,login
The search results are incorrect Can you fix this?,negative,bug
I am having trouble because i found a bug in the checkout process I need assistance.,neutral,bug
"Unfortunately, the application closes unexpectedly This happens repeatedly.",negative,bug
"For some reason, please add notifications for price changes",neutral,feature_request
The app takes too long to load I need assistance.,negative,performance
"Honestly, the card payment keeps failing Can you fix this?",neutral,payment
"Recently, the text on the screen is too small This is frustrating.",negative,ui
"Honestly, the app crashes whenever I upload a file This is frustrating.",negative,bug
"Unfortunately, the notification is showing the wrong information",negative,bug
"For some reason, the app takes too long to load Please look into it.",neutral,performance
"For some reason, the notification is showing the wrong information This happens repeatedly.",negative,bug
"Recently, pages are loading slowly This happens repeatedly.",negative,performance
"Recently, my payment failed while placing the order This is frustrating.",negative,payment
"For some reason, the payment page shows an error",negative,payment
My payment failed while placing the order,negative,payment
"Unfortunately, the application interface is easy to use Please look into it.",negative,ui
"Recently, the application crashes when I open my profile This is frustrating.",negative,bug
"Honestly, i was charged but the order was not placed Please look into it.",negative,payment
"Today, money was deducted but the payment failed Please help.",negative,payment
"Unfortunately, the search results are incorrect Can you fix this?",neutral,bug
"Recently, my payment failed while placing the order I need assistance.",negative,payment
"Honestly, every screen takes a long time to open This happens repeatedly.",negative,performance
"For some reason, the application interface is easy to use Can you fix this?",positive,ui
I noticed that the OTP is not arriving during login Please help.,negative,login
I noticed that every screen takes a long time to open Can you fix this?,negative,performance
"For some reason, money was deducted but the payment failed I need assistance.",negative,payment
I noticed that please add dark mode to the application,neutral,feature_request
I am having trouble because my account login keeps failing This happens repeatedly.,neutral,login
The website response time is very poor Can you fix this?,negative,performance
I noticed that customer service was very helpful Can you fix this?,negative,support
"Recently, it would be useful to have a wishlist Please help.",neutral,feature_request
The application is lagging badly Please help.,negative,performance
"For some reason, nobody from customer support has contacted me This is frustrating.",negative,support
I am having trouble because support took too long to respond This happens repeatedly.,positive,support
"Recently, the application is lagging badly Can you fix this?",negative,performance
"For some reason, the application crashes when I open my profile I need assistance.",negative,bug
"Honestly, login takes me back to the sign in page This is frustrating.",negative,login
"Today, it would be useful to have a wishlist This is frustrating.",neutral,feature_request
The website is extremely slow today Can you fix this?,negative,performance
It takes forever to open the dashboard Please help.,neutral,performance
"Recently, please add more payment methods Please help.",positive,feature_request
"For some reason, the OTP is not arriving during login Please help.",negative,login
I noticed that customer service was very helpful Please help.,positive,support
"Today, nobody from customer support has contacted me Please look into it.",neutral,support
I noticed that it would be useful to have a wishlist This happens repeatedly.,neutral,feature_request
I noticed that it takes forever to open the dashboard This happens repeatedly.,negative,performance
I am having trouble because the OTP is not arriving during login Please look into it.,negative,login
"Unfortunately, i am happy with the assistance I received Can you fix this?",positive,support
"Unfortunately, the login page is not working Can you fix this?",negative,login
"For some reason, the search results are incorrect I need assistance.",negative,bug
"Today, pages are loading slowly Please look into it.",neutral,performance
"Recently, the app shows an error after checkout Please look into it.",negative,bug
"Unfortunately, can you add fingerprint login Please help.",neutral,feature_request
I noticed that the application is very slow Please help.,negative,performance
"Recently, the buttons are difficult to find Please help.",negative,ui
I am having trouble because the application interface is easy to use Please help.,negative,ui
"Recently, the app logs me out whenever I try to sign in Can you fix this?",negative,login
"For some reason, the application interface is easy to use",neutral,ui
"Honestly, every screen takes a long time to open Please look into it.",negative,performance
"Recently, login takes me back to the sign in page",negative,login
I am having trouble because i would like an option to download invoices Can you fix this?,neutral,feature_request
I am having trouble because the payment page shows an error This is frustrating.,negative,payment
"Today, my payment is stuck",negative,payment
"Today, i cannot verify my account Please look into it.",negative,login
"Today, the customer care representative was helpful Please look into it.",neutral,support
Nobody from customer support has contacted me This is frustrating.,positive,support
"For some reason, the new interface looks clean Please look into it.",neutral,ui
"For some reason, i am unable to pay for my order Can you fix this?",negative,payment
"Honestly, the application closes unexpectedly",negative,bug
"Honestly, the app logs me out whenever I try to sign in I need assistance.",negative,login
"Recently, the password reset link is not working This is frustrating.",negative,login
"Honestly, it would be useful to have a wishlist Can you fix this?",neutral,feature_request
Please add a filter for previous orders Please help.,neutral,feature_request
"Honestly, pages are loading slowly This is frustrating.",negative,performance
I noticed that the buttons are difficult to find,positive,ui
I found a bug in the checkout process Can you fix this?,negative,bug
I am having trouble because please add dark mode to the application Can you fix this?,neutral,feature_request
"Today, the customer care representative was helpful Can you fix this?",positive,support
I noticed that please add dark mode to the application This is frustrating.,neutral,feature_request
"Honestly, i have not received a response from support Please help.",positive,support
"Recently, i would like to schedule deliveries Please help.",positive,feature_request
"Honestly, the application closes unexpectedly Please help.",neutral,bug
"Today, the application is very slow This happens repeatedly.",negative,performance
"Recently, my payment is stuck This is frustrating.",negative,payment
I am having trouble because the app logs me out whenever I try to sign in Please help.,negative,login
I noticed that something is broken in the application Please look into it.,neutral,bug
"Honestly, the notification is showing the wrong information Can you fix this?",negative,bug
"For some reason, the colors and layout make the app easy to use I need assistance.",negative,ui
I noticed that the application crashes when I open my profile I need assistance.,negative,bug
I noticed that the application interface is easy to use Please help.,positive,ui
I am having trouble because the payment page shows an error Can you fix this?,negative,payment
"For some reason, the support experience was disappointing I need assistance.",negative,support
"Recently, pages are loading slowly Can you fix this?",negative,performance
I noticed that the dashboard looks great,positive,ui
"Today, the dashboard looks great",positive,ui
"For some reason, uPI payment is not going through Please help.",negative,payment
"For some reason, the colors and layout make the app easy to use Please look into it.",neutral,ui
"Recently, the card payment keeps failing",negative,payment
"For some reason, money was deducted but the payment failed Please look into it.",negative,payment
"Recently, i cannot complete the payment Can you fix this?",negative,payment
"Honestly, the app becomes slow during checkout This is frustrating.",negative,performance
The order status is displaying incorrectly Can you fix this?,negative,bug
I noticed that i cannot verify my account,negative,login
"For some reason, can you add fingerprint login I need assistance.",neutral,feature_request
I am having trouble because the application interface is easy to use Please help.,positive,ui
"Unfortunately, it takes forever to open the dashboard",negative,performance
"For some reason, i found a bug in the checkout process This happens repeatedly.",negative,bug
"For some reason, the app crashes whenever I upload a file Please look into it.",negative,bug
"Today, the colors and layout make the app easy to use",neutral,ui
The customer care representative was helpful Please help.,positive,support
"For some reason, the navigation is difficult to understand Can you fix this?",positive,ui
"Today, it takes forever to open the dashboard This is frustrating.",negative,performance
"Unfortunately, the text on the screen is too small Can you fix this?",positive,ui
"Honestly, the application closes unexpectedly",negative,bug
The application freezes frequently Please look into it.,negative,performance
"Honestly, every screen takes a long time to open This is frustrating.",negative,performance
I found a bug in the checkout process This happens repeatedly.,negative,bug
"Honestly, it takes forever to open the dashboard Please help.",negative,performance
"Unfortunately, the search results are incorrect This is frustrating.",negative,bug
I noticed that the password reset link is not working This is frustrating.,negative,login
"Recently, the notification is showing the wrong information Can you fix this?",negative,bug
"For some reason, i cannot login to my account",negative,login
"Today, it would be great to have a dark theme This happens repeatedly.",positive,feature_request
"Recently, nobody from customer support has contacted me Please help.",negative,support
I am having trouble because the application freezes frequently,negative,performance
"Today, i was charged but the order was not placed This happens repeatedly.",neutral,payment
"Recently, the notification is showing the wrong information Please look into it.",neutral,bug
"Recently, i am happy with the assistance I received",negative,support
"Today, please add notifications for price changes Can you fix this?",neutral,feature_request
I noticed that the colors and layout make the app easy to use Can you fix this?,positive,ui
"Honestly, something is broken in the application Please look into it.",negative,bug
"For some reason, it would be useful to have a wishlist This happens repeatedly.",neutral,feature_request
I have not received a response from support This is frustrating.,negative,support
"Recently, the buttons are difficult to find Please look into it.",negative,ui
"Today, the app logs me out whenever I try to sign in This is frustrating.",negative,login
I am having trouble because the payment page shows an error,negative,payment
"Recently, the dashboard looks great",negative,ui
Money was deducted but the payment failed This happens repeatedly.,negative,payment
I noticed that please add dark mode to the application This is frustrating.,neutral,feature_request
I am unable to access my account This is frustrating.,negative,login
I noticed that nobody from customer support has contacted me This happens repeatedly.,negative,support
"Honestly, the transaction was declined Can you fix this?",negative,payment
I noticed that the login page is not working I need assistance.,negative,login
"Recently, the app takes too long to load Please look into it.",negative,performance
"Honestly, the navigation is difficult to understand This happens repeatedly.",neutral,ui
"Unfortunately, i am unable to pay for my order This happens repeatedly.",negative,payment
"Today, i would like an option to download invoices Please help.",neutral,feature_request
Can you add fingerprint login Please look into it.,neutral,feature_request
"For some reason, money was deducted but the payment failed I need assistance.",negative,payment
The app logs me out whenever I try to sign in Please help.,negative,login
"For some reason, the text on the screen is too small This happens repeatedly.",positive,ui
I am having trouble because the support team solved my issue quickly I need assistance.,positive,support
I noticed that the colors and layout make the app easy to use This is frustrating.,negative,ui
"For some reason, the support staff were polite and professional",neutral,support
I noticed that the interface needs improvement This is frustrating.,neutral,ui
I am having trouble because the application crashes when I open my profile This happens repeatedly.,negative,bug
"Today, pages are loading slowly This happens repeatedly.",negative,performance
"Today, the buttons are difficult to find This is frustrating.",negative,ui
I am having trouble because nobody from customer support has contacted me,negative,support
"Honestly, the app shows an error after checkout Can you fix this?",negative,bug
I am having trouble because nobody from customer support has contacted me Please help.,negative,support
"Honestly, pages are loading slowly This is frustrating.",neutral,performance
"Today, something is broken in the application This is frustrating.",negative,bug
I am having trouble because the support team solved my issue quickly Please look into it.,negative,support
I am having trouble because i cannot complete the payment Please help.,negative,payment
"For some reason, the new interface looks clean This is frustrating.",positive,ui
"Recently, the application is lagging badly I need assistance.",neutral,performance
I noticed that the app takes too long to load Please help.,negative,performance
I am having trouble because i am happy with the assistance I received,negative,support
"For some reason, the text on the screen is too small Please help.",positive,ui
The design is simple and user friendly Please help.,negative,ui
I noticed that something is broken in the application Can you fix this?,negative,bug
"Honestly, it would be great to have a dark theme",neutral,feature_request
"Recently, the menu layout is confusing Please help.",neutral,ui
The navigation is difficult to understand Please look into it.,neutral,ui
"Unfortunately, the login page is not working This happens repeatedly.",negative,login
"Today, the website response time is very poor This is frustrating.",negative,performance
"For some reason, the menu layout is confusing Can you fix this?",positive,ui
I noticed that it takes forever to open the dashboard This happens repeatedly.,negative,performance
"Honestly, the password reset link is not working",negative,login
"Today, i am unable to access my account This is frustrating.",negative,login
"Unfortunately, please provide an option to change the language",neutral,feature_request
"Unfortunately, the application is lagging badly Please help.",negative,performance
"Unfortunately, the design is simple and user friendly Please look into it.",negative,ui
I noticed that the app takes too long to load Please help.,negative,performance
I am having trouble because the colors and layout make the app easy to use This is frustrating.,positive,ui
I have not received a response from support Please look into it.,neutral,support
"Honestly, i cannot verify my account Please help.",negative,login
I noticed that the support staff were polite and professional Please look into it.,negative,support
"For some reason, the support team solved my issue quickly",positive,support
The application is very slow This is frustrating.,negative,performance
I am having trouble because the buttons are difficult to find This happens repeatedly.,negative,ui
"For some reason, i cannot verify my account Please help.",negative,login
"For some reason, the dashboard looks great",positive,ui
I am having trouble because the customer care representative was helpful I need assistance.,positive,support
I am having trouble because the payment page shows an error Please look into it.,neutral,payment
"For some reason, uPI payment is not going through Please look into it.",negative,payment
I noticed that my account login keeps failing,negative,login
I am having trouble because my account login keeps failing Please look into it.,negative,login
"Unfortunately, the colors and layout make the app easy to use Can you fix this?",negative,ui
"Honestly, the support team did not resolve my problem Please look into it.",positive,support
"Unfortunately, the payment page shows an error Please help.",negative,payment
"Recently, the app takes too long to load Can you fix this?",negative,performance
I noticed that the colors and layout make the app easy to use Please look into it.,negative,ui
"Unfortunately, money was deducted but the payment failed I need assistance.",negative,payment
"Unfortunately, the payment page shows an error I need assistance.",negative,payment
"Recently, my account login keeps failing",negative,login
I am having trouble because the customer care representative was helpful This is frustrating.,positive,support
"Honestly, the website response time is very poor Can you fix this?",negative,performance
"Honestly, i am unable to access my account Please help.",negative,login
"Unfortunately, i would like an option to download invoices Please help.",neutral,feature_request
"Today, it would be great to have a dark theme",neutral,feature_request
I noticed that the buttons are difficult to find Please help.,negative,ui
"For some reason, the search results are incorrect Can you fix this?",negative,bug
"Recently, the payment page shows an error Can you fix this?",negative,payment
"Recently, can you add fingerprint login Please look into it.",neutral,feature_request
Please provide an option to change the language,neutral,feature_request
"Recently, every screen takes a long time to open This happens repeatedly.",negative,performance
I am having trouble because the search results are incorrect Please help.,negative,bug
I noticed that something is broken in the application This happens repeatedly.,negative,bug
I am having trouble because the design is simple and user friendly Please help.,neutral,ui
"Honestly, the colors and layout make the app easy to use Please look into it.",positive,ui
"For some reason, the application is very slow Please look into it.",neutral,performance
"Unfortunately, please add more payment methods This is frustrating.",neutral,feature_request
"Honestly, the app logs me out whenever I try to sign in This happens repeatedly.",negative,login
"Recently, something is broken in the application I need assistance.",negative,bug
I am having trouble because login takes me back to the sign in page Please look into it.,negative,login
"Recently, the application is very slow Can you fix this?",negative,performance
The application is lagging badly,negative,performance
"Honestly, the navigation is difficult to understand",positive,ui
"Honestly, the interface needs improvement Please help.",negative,ui
"Today, i was charged but the order was not placed Can you fix this?",negative,payment
"For some reason, my payment is stuck This is frustrating.",negative,payment
"For some reason, it would be useful to have a wishlist Please help.",positive,feature_request
"For some reason, the website response time is very poor Please look into it.",negative,performance
"Today, the app logs me out whenever I try to sign in Please help.",neutral,login
Please add a filter for previous orders I need assistance.,neutral,feature_request
I noticed that the order status is displaying incorrectly Can you fix this?,negative,bug
"Recently, the menu layout is confusing",neutral,ui
I am having trouble because i am happy with the assistance I received Please look into it.,positive,support
I noticed that the app shows an error after checkout,negative,bug
"Honestly, the colors and layout make the app easy to use Can you fix this?",positive,ui
I am having trouble because the menu layout is confusing This is frustrating.,neutral,ui
I am having trouble because the page becomes blank after clicking the button I need assistance.,negative,bug
"Honestly, the app crashes whenever I upload a file",negative,bug
I noticed that i was charged but the order was not placed,negative,payment
"Recently, every screen takes a long time to open This is frustrating.",negative,performance
"Honestly, the support team solved my issue quickly I need assistance.",negative,support
"Unfortunately, the navigation is difficult to understand",positive,ui
"Honestly, the login page is not working Can you fix this?",negative,login
"Today, please add dark mode to the application",positive,feature_request
"Recently, the search results are incorrect Please look into it.",negative,bug
"Today, the text on the screen is too small This happens repeatedly.",positive,ui
I am having trouble because the card payment keeps failing,negative,payment
"Honestly, the application is lagging badly",negative,performance
"Honestly, i cannot complete the payment Can you fix this?",negative,payment
"Today, i forgot my password and cannot sign in I need assistance.",negative,login
"For some reason, i forgot my password and cannot sign in This is frustrating.",negative,login
I noticed that the application interface is easy to use Please help.,positive,ui
I am having trouble because i am unable to pay for my order This happens repeatedly.,negative,payment
"Recently, the application closes unexpectedly This is frustrating.",negative,bug
The design is simple and user friendly Please help.,positive,ui
"Honestly, i would like an option to download invoices This happens repeatedly.",neutral,feature_request
"For some reason, the login page is not working This is frustrating.",negative,login
"Recently, the application freezes frequently",negative,performance
"Unfortunately, the payment page shows an error Please help.",negative,payment
I am having trouble because i would like an option to download invoices I need assistance.,positive,feature_request
The application is lagging badly,negative,performance
"For some reason, please add more payment methods",positive,feature_request
The notification is showing the wrong information,negative,bug
The page becomes blank after clicking the button This is frustrating.,negative,bug
Please add dark mode to the application This happens repeatedly.,neutral,feature_request
I am happy with the assistance I received I need assistance.,positive,support
"Honestly, the design is simple and user friendly Please look into it.",negative,ui
"Unfortunately, the application interface is easy to use This is frustrating.",positive,ui
I am having trouble because the new interface looks clean Please look into it.,negative,ui
"Honestly, the application freezes frequently Please help.",negative,performance
"For some reason, money was deducted but the payment failed This happens repeatedly.",negative,payment
I noticed that the application is very slow Please help.,negative,performance
"Recently, please provide an option to change the language This is frustrating.",neutral,feature_request
I noticed that please add a filter for previous orders This is frustrating.,neutral,feature_request
I am having trouble because the page becomes blank after clicking the button Can you fix this?,negative,bug
"Recently, my account login keeps failing This happens repeatedly.",negative,login
"Today, the application closes unexpectedly Please help.",negative,bug
