,CustomerID,Age,Gender,DeviceType,TrafficSource,PagesViewed,TimeOnSite,CartItems,PreviousPurchases,AverageOrderValue,DiscountUsed,Purchase
4061,C04062,52,Female,Desktop,Social Media,12,3,4,4,122,1,0
4062,C04063,38,Male,Tablet,Direct,6,4,3,8,235,0,1
4063,C04064,42,Female,Desktop,Direct,11,2,0,2,40,0,0
4064,C04065,45,Female,Desktop,Search Engine,11,2,0,8,134,0,0
4065,C04066,32,Female,Tablet,Search Engine,5,9,0,0,229,1,0
4066,C04067,21,Female,Tablet,Social Media,4,1,3,2,222,0,0
4067,C04068,46,Female,Tablet,Direct,5,1,0,3,207,0,0
4068,C04069,26,Female,Tablet,Email,7,1,4,5,170,1,1
4069,C04070,44,Female,Mobile,Direct,1,3,1,9,210,0,0
4070,C04071,43,Male,Tablet,Search Engine,14,2,1,7,233,1,1
4071,C04072,36,Male,Tablet,Direct,1,3,1,6,61,1,0
4072,C04073,45,Female,Desktop,Search Engine,11,5,0,7,213,0,0
4073,C04074,34,Female,Desktop,Social Media,13,9,1,5,269,1,1
4074,C04075,58,Female,Desktop,Email,1,2,5,5,100,1,0
4075,C04076,59,Male,Mobile,Social Media,2,1,0,5,60,1,0
4076,C04077,37,Male,Tablet,Social Media,9,6,5,2,39,0,1
4077,C04078,57,Female,Tablet,Email,13,3,4,9,28,1,1
4078,C04079,56,Male,Mobile,Email,5,7,5,3,143,1,1
4079,C04080,40,Female,Tablet,Email,14,6,4,5,222,0,1
4080,C04081,49,Female,Desktop,Search Engine,9,7,3,6,97,0,1
4081,C04082,50,Female,Mobile,Social Media,13,5,3,2,229,1,1
4082,C04083,22,Female,Tablet,Search Engine,5,1,5,3,37,1,1
4083,C04084,51,Female,Mobile,Email,14,3,2,5,255,0,1
4084,C04085,57,Female,Mobile,Search Engine,7,3,4,0,219,1,0
4085,C04086,28,Female,Tablet,Email,14,7,0,6,271,0,1
4086,C04087,20,Male,Desktop,Direct,14,3,2,0,258,0,0
4087,C04088,50,Female,Tablet,Email,6,5,4,9,288,0,1
4088,C04089,28,Male,Tablet,Social Media,2,4,0,8,138,1,0
4089,C04090,33,Female,Desktop,Social Media,3,4,4,9,26,0,1
4090,C04091,35,Female,Tablet,Social Media,5,7,4,8,292,0,1
4091,C04092,47,Male,Tablet,Search Engine,4,1,0,8,272,0,0
4092,C04093,27,Male,Tablet,Social Media,14,7,4,3,147,1,1
4093,C04094,35,Female,Mobile,Email,11,8,4,1,111,1,1
4094,C04095,55,Male,Mobile,Direct,6,3,4,6,25,0,0
4095,C04096,36,Female,Mobile,Social Media,8,3,3,3,93,0,0
4096,C04097,53,Female,Tablet,Search Engine,8,4,1,4,75,1,0
4097,C04098,30,Male,Desktop,Direct,3,6,4,0,257,1,0
4098,C04099,20,Male,Mobile,Social Media,4,7,0,9,41,1,1
4099,C04100,27,Male,Desktop,Social Media,1,1,5,5,60,0,0
4100,C04101,55,Male,Tablet,Direct,2,4,4,6,285,1,0
4101,C04102,18,Female,Mobile,Social Media,13,7,3,2,277,0,1
4102,C04103,44,Male,Tablet,Search Engine,9,2,3,9,67,0,0
4103,C04104,25,Male,Desktop,Email,12,1,5,1,158,1,1
4104,C04105,59,Male,Mobile,Email,10,1,4,9,221,0,1
4105,C04106,34,Male,Mobile,Direct,10,6,2,6,159,0,0
4106,C04107,26,Male,Mobile,Email,2,5,5,0,161,1,0
4107,C04108,23,Female,Mobile,Social Media,12,1,1,1,252,0,0
4108,C04109,42,Female,Desktop,Social Media,6,3,0,2,177,0,0
4109,C04110,56,Male,Mobile,Search Engine,14,7,0,3,57,1,1
4110,C04111,45,Male,Tablet,Email,7,9,0,4,94,0,0
4111,C04112,50,Female,Mobile,Direct,6,9,0,3,194,1,0
4112,C04113,54,Male,Desktop,Social Media,8,6,3,9,58,1,1
4113,C04114,26,Female,Mobile,Direct,9,3,1,2,92,0,0
4114,C04115,35,Female,Desktop,Social Media,8,1,4,0,77,0,0
4115,C04116,38,Male,Desktop,Social Media,5,3,4,6,108,1,1
4116,C04117,19,Female,Tablet,Search Engine,8,2,2,9,292,1,1
4117,C04118,55,Male,Mobile,Email,10,5,4,5,153,0,1
4118,C04119,57,Male,Mobile,Search Engine,10,8,1,1,162,0,0
4119,C04120,53,Female,Mobile,Email,9,5,4,1,114,0,0
4120,C04121,54,Female,Tablet,Direct,14,1,3,2,175,1,0
4121,C04122,32,Male,Tablet,Email,8,3,5,7,220,0,1
4122,C04123,45,Female,Desktop,Direct,2,5,4,7,179,0,1
4123,C04124,35,Male,Desktop,Social Media,2,7,0,9,230,0,1
4124,C04125,51,Female,Desktop,Direct,12,5,0,9,191,0,0
4125,C04126,39,Female,Tablet,Direct,3,5,5,9,89,1,1
4126,C04127,28,Male,Tablet,Social Media,7,7,0,9,164,1,1
4127,C04128,30,Male,Tablet,Direct,9,8,0,7,186,0,1
4128,C04129,21,Male,Desktop,Direct,8,8,3,6,136,0,1
4129,C04130,39,Female,Tablet,Social Media,9,7,3,1,204,1,0
4130,C04131,24,Male,Desktop,Social Media,6,3,3,0,222,0,0
4131,C04132,41,Male,Desktop,Social Media,1,2,4,5,181,1,0
4132,C04133,21,Female,Mobile,Email,14,1,5,7,207,1,1
4133,C04134,45,Female,Mobile,Social Media,12,6,0,0,62,1,0
4134,C04135,32,Male,Mobile,Social Media,4,9,2,2,220,1,0
4135,C04136,18,Male,Desktop,Direct,13,3,5,0,250,0,1
4136,C04137,20,Male,Mobile,Search Engine,6,5,2,9,23,1,1
4137,C04138,31,Male,Mobile,Search Engine,12,9,0,8,259,0,1
4138,C04139,55,Female,Mobile,Email,6,9,1,6,225,0,1
4139,C04140,18,Female,Tablet,Email,8,7,5,7,113,1,1
4140,C04141,55,Male,Desktop,Search Engine,1,4,4,8,251,1,1
4141,C04142,55,Male,Mobile,Search Engine,13,2,2,2,179,1,0
4142,C04143,38,Male,Tablet,Social Media,11,2,5,9,132,0,1
4143,C04144,46,Female,Tablet,Direct,2,4,5,1,271,1,0
4144,C04145,22,Male,Tablet,Social Media,2,1,3,5,241,1,0
4145,C04146,27,Male,Mobile,Email,13,4,1,4,113,1,0
4146,C04147,45,Female,Tablet,Search Engine,6,6,3,3,186,0,0
4147,C04148,38,Female,Desktop,Email,14,6,1,5,157,1,1
4148,C04149,24,Male,Tablet,Social Media,14,7,1,5,229,1,1
4149,C04150,20,Male,Tablet,Email,11,5,4,2,275,1,1
4150,C04151,37,Female,Tablet,Email,7,9,5,1,92,0,0
4151,C04152,36,Male,Tablet,Direct,2,2,3,8,233,1,1
4152,C04153,52,Male,Desktop,Email,5,2,3,7,285,0,0
4153,C04154,21,Female,Mobile,Social Media,6,4,2,3,170,0,0
4154,C04155,22,Female,Desktop,Direct,4,4,5,5,254,0,1
4155,C04156,18,Female,Desktop,Email,1,4,0,2,235,0,0
4156,C04157,21,Male,Mobile,Social Media,3,1,0,7,128,0,0
4157,C04158,29,Female,Tablet,Search Engine,14,4,2,2,139,1,0
4158,C04159,44,Female,Mobile,Direct,10,5,1,1,117,1,0
4159,C04160,59,Male,Mobile,Email,9,9,2,6,229,0,1
4160,C04161,40,Male,Desktop,Email,13,3,2,2,51,0,0
4161,C04162,42,Female,Mobile,Direct,6,3,3,8,245,0,1
4162,C04163,38,Female,Tablet,Social Media,2,5,2,2,234,0,0
4163,C04164,41,Male,Desktop,Email,9,6,1,7,142,1,1
4164,C04165,42,Male,Tablet,Social Media,4,3,0,1,166,1,0
4165,C04166,49,Female,Desktop,Direct,11,1,4,8,71,0,1
4166,C04167,49,Female,Tablet,Email,13,8,5,0,199,0,0
4167,C04168,22,Male,Mobile,Search Engine,8,1,2,2,206,0,0
4168,C04169,53,Female,Mobile,Search Engine,10,2,5,1,127,1,0
4169,C04170,59,Male,Mobile,Search Engine,7,3,2,6,145,0,0
4170,C04171,59,Female,Tablet,Direct,12,6,5,4,280,1,1
4171,C04172,56,Male,Desktop,Email,11,4,3,7,213,1,1
4172,C04173,33,Male,Desktop,Direct,3,4,3,1,53,0,0
4173,C04174,50,Female,Desktop,Email,8,9,5,7,295,1,1
4174,C04175,38,Female,Mobile,Search Engine,4,6,2,6,201,0,0
4175,C04176,26,Male,Tablet,Search Engine,2,2,2,4,258,1,0
4176,C04177,23,Female,Desktop,Social Media,11,7,1,1,165,0,0
4177,C04178,52,Female,Tablet,Direct,5,3,0,9,63,0,0
4178,C04179,56,Female,Desktop,Direct,1,9,0,6,278,0,0
4179,C04180,39,Male,Mobile,Social Media,13,6,4,9,38,0,1
4180,C04181,58,Female,Tablet,Search Engine,8,8,0,3,234,0,0
4181,C04182,22,Female,Desktop,Search Engine,14,1,4,3,230,0,1
4182,C04183,59,Male,Desktop,Direct,8,2,3,7,250,1,1
4183,C04184,40,Female,Desktop,Email,3,6,4,5,24,1,0
4184,C04185,34,Female,Desktop,Search Engine,1,3,4,8,288,0,0
4185,C04186,29,Male,Mobile,Social Media,4,1,0,1,181,1,0
4186,C04187,40,Male,Desktop,Social Media,9,6,2,4,235,0,0
4187,C04188,33,Female,Desktop,Social Media,9,5,3,5,293,1,1
4188,C04189,20,Female,Mobile,Direct,1,9,1,7,119,1,1
4189,C04190,47,Male,Desktop,Direct,11,6,4,3,190,0,1
4190,C04191,39,Male,Tablet,Direct,7,5,4,6,271,0,0
4191,C04192,26,Female,Tablet,Direct,6,1,5,6,188,1,0
4192,C04193,46,Female,Desktop,Social Media,14,1,4,3,57,1,1
4193,C04194,54,Female,Mobile,Social Media,7,1,2,0,247,1,0
4194,C04195,40,Male,Mobile,Direct,7,7,1,2,144,1,1
4195,C04196,30,Female,Mobile,Direct,8,6,5,1,297,1,1
4196,C04197,49,Male,Desktop,Social Media,8,5,0,2,156,1,0
4197,C04198,40,Male,Desktop,Direct,10,4,3,4,127,0,0
4198,C04199,34,Male,Tablet,Direct,14,8,2,0,87,1,1
4199,C04200,57,Female,Mobile,Direct,11,8,1,4,123,0,1
4200,C04201,38,Female,Desktop,Direct,2,5,3,1,265,1,0
4201,C04202,19,Female,Desktop,Search Engine,12,4,0,3,184,0,0
4202,C04203,54,Male,Desktop,Direct,12,2,3,5,211,0,1
4203,C04204,23,Female,Mobile,Social Media,12,7,5,8,214,0,1
4204,C04205,35,Male,Mobile,Social Media,4,5,4,9,151,0,1
4205,C04206,47,Male,Tablet,Social Media,4,3,4,5,163,1,1
4206,C04207,39,Male,Mobile,Social Media,13,9,2,9,238,0,1
4207,C04208,50,Male,Desktop,Direct,11,9,3,1,45,0,0
4208,C04209,47,Male,Tablet,Search Engine,10,8,4,7,270,1,1
4209,C04210,34,Male,Mobile,Email,12,1,2,4,114,1,1
4210,C04211,49,Female,Mobile,Email,13,3,2,8,219,1,1
4211,C04212,59,Male,Mobile,Email,8,2,5,9,122,0,1
4212,C04213,31,Female,Mobile,Email,14,4,2,8,212,1,1
4213,C04214,27,Male,Desktop,Social Media,13,2,0,3,21,0,0
4214,C04215,53,Female,Mobile,Direct,13,8,4,0,266,0,1
4215,C04216,51,Female,Desktop,Direct,3,1,4,8,110,0,1
4216,C04217,26,Female,Desktop,Email,12,4,1,8,64,1,1
4217,C04218,59,Female,Desktop,Email,13,5,0,7,22,0,0
4218,C04219,45,Male,Tablet,Search Engine,13,4,4,4,83,0,1
4219,C04220,28,Male,Desktop,Search Engine,12,8,5,4,154,0,1
4220,C04221,31,Male,Mobile,Search Engine,3,2,4,9,297,1,0
4221,C04222,56,Male,Tablet,Social Media,13,9,1,5,195,1,1
4222,C04223,36,Female,Mobile,Direct,2,2,3,0,139,0,0
4223,C04224,32,Female,Desktop,Social Media,1,2,3,8,281,0,0
4224,C04225,45,Female,Mobile,Social Media,8,2,0,4,193,0,0
4225,C04226,41,Male,Tablet,Direct,14,8,2,6,137,0,1
4226,C04227,25,Female,Tablet,Search Engine,9,3,1,7,204,1,1
4227,C04228,26,Male,Mobile,Direct,9,8,1,4,262,0,0
4228,C04229,50,Female,Mobile,Email,11,7,4,2,233,1,1
4229,C04230,50,Female,Mobile,Search Engine,8,4,5,5,140,0,1
4230,C04231,36,Female,Tablet,Direct,5,7,4,6,82,0,1
4231,C04232,20,Female,Desktop,Social Media,1,8,5,3,168,1,1
4232,C04233,27,Female,Mobile,Direct,9,6,1,8,295,0,0
4233,C04234,57,Male,Desktop,Search Engine,6,6,2,3,48,0,0
4234,C04235,59,Female,Tablet,Email,12,3,3,9,244,1,1
4235,C04236,18,Male,Mobile,Social Media,7,5,0,1,192,0,0
4236,C04237,46,Male,Mobile,Email,8,2,5,8,263,1,1
4237,C04238,51,Male,Tablet,Email,13,5,3,3,150,1,0
4238,C04239,30,Male,Mobile,Social Media,5,5,0,3,39,0,0
4239,C04240,18,Male,Desktop,Direct,6,7,2,9,100,1,1
4240,C04241,51,Male,Tablet,Direct,12,4,1,0,254,1,0
4241,C04242,46,Male,Tablet,Email,13,6,2,1,240,0,0
4242,C04243,30,Male,Mobile,Direct,7,9,5,2,189,0,1
4243,C04244,46,Female,Tablet,Search Engine,7,4,1,6,65,0,0
4244,C04245,56,Female,Mobile,Email,2,6,4,8,79,1,1
4245,C04246,41,Male,Mobile,Email,14,9,0,4,115,0,1
4246,C04247,43,Male,Tablet,Email,11,1,4,3,288,1,1
4247,C04248,34,Male,Mobile,Search Engine,12,8,1,1,50,0,0
4248,C04249,24,Female,Desktop,Email,14,1,0,6,135,0,0
4249,C04250,30,Female,Desktop,Direct,1,4,0,5,81,0,0
4250,C04251,22,Male,Mobile,Direct,8,3,4,6,165,1,1
4251,C04252,43,Male,Desktop,Direct,5,4,0,7,72,1,0
4252,C04253,20,Female,Mobile,Direct,10,7,1,8,70,1,1
4253,C04254,24,Female,Desktop,Email,2,9,5,9,188,0,1
4254,C04255,56,Male,Tablet,Search Engine,3,9,5,4,214,0,1
4255,C04256,18,Male,Mobile,Social Media,6,1,1,4,102,0,0
4256,C04257,34,Male,Mobile,Direct,10,1,4,3,153,0,0
4257,C04258,42,Male,Mobile,Social Media,6,9,2,2,287,0,1
4258,C04259,20,Female,Mobile,Social Media,8,4,1,6,100,0,1
4259,C04260,32,Female,Mobile,Email,5,3,5,4,238,0,1
4260,C04261,46,Male,Mobile,Direct,5,9,1,6,21,1,1
4261,C04262,49,Male,Tablet,Direct,7,5,0,1,270,0,0
4262,C04263,43,Male,Tablet,Direct,10,6,0,8,255,0,0
4263,C04264,33,Female,Desktop,Social Media,13,1,1,8,175,1,1
4264,C04265,42,Male,Mobile,Direct,14,1,4,8,56,0,1
4265,C04266,45,Male,Desktop,Direct,5,7,2,4,248,0,0
4266,C04267,26,Male,Desktop,Search Engine,9,8,0,9,164,1,1
4267,C04268,18,Female,Tablet,Email,6,8,5,8,75,0,1
4268,C04269,46,Male,Desktop,Direct,7,7,0,0,140,1,0
4269,C04270,39,Female,Tablet,Direct,12,9,5,1,230,0,1
4270,C04271,33,Male,Desktop,Email,8,1,2,9,279,1,1
4271,C04272,58,Male,Mobile,Email,13,2,0,4,122,0,0
4272,C04273,58,Male,Desktop,Social Media,5,3,4,4,254,1,1
4273,C04274,24,Female,Tablet,Social Media,14,5,5,5,57,0,1
4274,C04275,31,Male,Tablet,Social Media,11,4,0,7,127,1,0
4275,C04276,46,Male,Tablet,Email,4,4,0,0,243,0,0
4276,C04277,36,Female,Desktop,Search Engine,12,8,1,9,203,0,1
4277,C04278,36,Female,Desktop,Direct,8,8,4,8,174,0,1
4278,C04279,19,Female,Tablet,Email,12,7,4,3,51,1,1
4279,C04280,58,Male,Mobile,Search Engine,10,1,1,7,253,1,0
4280,C04281,32,Female,Mobile,Email,9,4,5,4,269,0,0
4281,C04282,20,Male,Desktop,Search Engine,1,1,3,0,77,0,0
4282,C04283,28,Female,Desktop,Email,3,5,2,8,182,1,1
4283,C04284,47,Female,Tablet,Email,12,3,4,7,36,1,1
4284,C04285,57,Female,Desktop,Search Engine,4,3,3,4,273,1,1
4285,C04286,35,Male,Desktop,Search Engine,13,4,5,3,165,1,1
4286,C04287,19,Male,Tablet,Search Engine,7,2,2,7,248,1,1
4287,C04288,49,Male,Tablet,Search Engine,6,7,4,8,259,1,1
4288,C04289,25,Male,Desktop,Search Engine,10,4,0,6,35,0,0
4289,C04290,39,Male,Mobile,Search Engine,10,5,4,3,94,0,1
4290,C04291,23,Male,Desktop,Search Engine,11,2,2,6,279,0,1
4291,C04292,29,Male,Mobile,Search Engine,1,6,3,5,23,1,0
4292,C04293,57,Male,Mobile,Email,4,9,0,2,270,1,1
4293,C04294,53,Male,Mobile,Search Engine,6,8,2,9,104,0,1
4294,C04295,32,Female,Tablet,Search Engine,3,8,5,2,82,0,1
4295,C04296,45,Female,Tablet,Email,2,2,2,0,119,1,0
4296,C04297,35,Male,Tablet,Email,2,4,4,4,262,0,0
4297,C04298,19,Male,Desktop,Social Media,10,8,5,7,181,0,1
4298,C04299,30,Male,Tablet,Social Media,12,1,1,5,197,1,0
4299,C04300,32,Male,Tablet,Search Engine,12,8,1,7,271,0,1
4300,C04301,37,Female,Desktop,Search Engine,4,3,0,6,61,0,0
4301,C04302,46,Female,Desktop,Social Media,13,8,2,1,261,1,1
4302,C04303,59,Male,Mobile,Social Media,1,6,3,7,110,1,0
4303,C04304,46,Female,Desktop,Direct,10,7,0,3,47,1,0
4304,C04305,20,Female,Desktop,Direct,2,2,5,4,174,1,1
4305,C04306,36,Male,Tablet,Search Engine,13,1,0,7,138,0,0
4306,C04307,20,Male,Mobile,Direct,10,6,4,4,239,0,1
4307,C04308,31,Male,Mobile,Social Media,2,3,5,4,283,1,1
4308,C04309,57,Male,Desktop,Search Engine,4,4,3,5,140,1,1
4309,C04310,21,Female,Tablet,Email,4,9,2,6,65,1,1
4310,C04311,28,Male,Tablet,Email,1,3,5,8,299,0,1
4311,C04312,48,Female,Tablet,Social Media,7,2,2,6,134,0,0
4312,C04313,49,Male,Tablet,Direct,7,2,2,5,187,0,1
4313,C04314,44,Female,Desktop,Email,10,2,0,9,265,1,0
4314,C04315,47,Male,Tablet,Direct,11,6,4,3,299,1,1
4315,C04316,19,Male,Mobile,Email,10,2,0,9,253,0,0
4316,C04317,26,Female,Mobile,Direct,10,7,1,1,41,0,0
4317,C04318,45,Female,Desktop,Email,1,7,1,8,221,1,1
4318,C04319,48,Female,Tablet,Email,11,7,2,9,87,1,1
4319,C04320,51,Male,Tablet,Search Engine,8,2,4,4,155,1,1
4320,C04321,32,Female,Tablet,Search Engine,10,7,5,4,250,1,1
4321,C04322,42,Female,Tablet,Social Media,14,8,2,2,77,1,1
4322,C04323,53,Female,Desktop,Email,14,8,5,2,34,1,1
4323,C04324,25,Female,Tablet,Direct,7,2,2,0,283,1,0
4324,C04325,26,Female,Desktop,Email,7,5,0,4,189,1,0
4325,C04326,54,Female,Tablet,Direct,11,6,2,2,188,0,0
4326,C04327,56,Female,Tablet,Direct,6,9,2,1,67,0,0
4327,C04328,49,Female,Mobile,Email,12,6,4,8,115,0,1
4328,C04329,34,Female,Desktop,Direct,4,6,4,9,63,1,1
4329,C04330,52,Male,Mobile,Social Media,11,6,5,5,259,0,1
4330,C04331,54,Male,Desktop,Search Engine,8,9,4,2,89,0,1
4331,C04332,36,Female,Tablet,Direct,2,7,2,6,272,0,0
4332,C04333,46,Male,Tablet,Email,7,1,4,8,85,1,1
4333,C04334,24,Male,Desktop,Search Engine,3,1,4,8,50,1,1
4334,C04335,45,Female,Mobile,Social Media,14,4,3,0,233,1,1
4335,C04336,26,Female,Desktop,Direct,3,2,3,1,200,0,0
4336,C04337,45,Female,Desktop,Direct,14,3,1,7,221,0,1
4337,C04338,23,Female,Tablet,Search Engine,7,7,0,0,87,1,0
4338,C04339,46,Female,Mobile,Direct,12,7,0,2,44,0,0
4339,C04340,34,Female,Desktop,Email,3,3,4,6,267,0,1
4340,C04341,33,Male,Mobile,Search Engine,5,2,1,7,179,1,0
4341,C04342,40,Female,Mobile,Search Engine,8,1,1,4,299,1,0
4342,C04343,48,Male,Desktop,Direct,14,9,5,1,276,1,1
4343,C04344,20,Female,Mobile,Social Media,13,3,3,2,130,1,0
4344,C04345,38,Female,Tablet,Social Media,4,9,1,8,66,1,1
4345,C04346,43,Male,Tablet,Social Media,7,4,2,9,198,1,1
4346,C04347,53,Female,Tablet,Social Media,7,6,5,6,55,1,1
4347,C04348,59,Female,Tablet,Search Engine,2,7,4,0,217,1,0
4348,C04349,54,Male,Mobile,Search Engine,14,6,2,2,61,1,1
4349,C04350,39,Female,Tablet,Direct,8,1,0,8,109,1,1
4350,C04351,59,Male,Desktop,Social Media,10,6,3,6,87,1,1
4351,C04352,29,Female,Tablet,Social Media,12,6,2,1,89,1,0
4352,C04353,59,Female,Desktop,Direct,10,5,4,5,129,0,1
4353,C04354,30,Male,Desktop,Direct,14,3,2,8,41,1,1
4354,C04355,28,Female,Tablet,Direct,9,3,2,3,296,0,0
4355,C04356,33,Male,Tablet,Email,6,7,1,9,214,0,1
4356,C04357,25,Male,Mobile,Direct,14,8,3,1,64,0,1
4357,C04358,57,Male,Desktop,Direct,5,3,0,2,130,1,0
4358,C04359,57,Female,Tablet,Email,1,3,4,6,228,1,0
4359,C04360,19,Female,Mobile,Social Media,1,7,5,3,249,1,1
4360,C04361,47,Male,Tablet,Search Engine,9,7,5,6,197,1,1
4361,C04362,47,Female,Tablet,Social Media,14,9,4,4,269,0,1
4362,C04363,29,Female,Tablet,Search Engine,4,6,0,7,30,0,0
4363,C04364,27,Female,Desktop,Search Engine,1,7,4,7,271,1,1
4364,C04365,28,Male,Tablet,Direct,11,1,1,4,254,1,0
4365,C04366,32,Female,Mobile,Direct,10,7,5,6,155,1,1
4366,C04367,33,Male,Tablet,Email,12,2,5,5,273,1,1
4367,C04368,34,Female,Tablet,Social Media,3,7,2,7,73,0,0
4368,C04369,43,Female,Mobile,Social Media,6,3,1,8,148,1,1
4369,C04370,19,Male,Mobile,Search Engine,14,9,5,4,245,0,1
4370,C04371,29,Female,Desktop,Direct,11,5,1,6,39,1,0
4371,C04372,43,Male,Desktop,Direct,13,7,1,0,119,1,0
4372,C04373,40,Female,Desktop,Social Media,13,8,0,7,76,1,1
4373,C04374,35,Male,Desktop,Email,11,2,5,2,245,1,1
4374,C04375,49,Female,Mobile,Direct,8,1,3,0,160,1,0
4375,C04376,55,Female,Tablet,Email,13,7,0,5,144,1,1
4376,C04377,20,Female,Tablet,Social Media,10,6,0,7,71,0,1
4377,C04378,55,Male,Tablet,Social Media,2,6,1,2,153,0,0
4378,C04379,20,Male,Desktop,Email,8,2,3,0,172,1,0
4379,C04380,47,Male,Mobile,Direct,14,3,0,2,205,0,0
4380,C04381,18,Female,Mobile,Social Media,13,4,3,4,258,1,1
4381,C04382,47,Male,Mobile,Search Engine,1,3,5,7,202,0,1
4382,C04383,49,Male,Tablet,Social Media,11,2,1,8,22,1,0
4383,C04384,45,Male,Desktop,Direct,2,3,0,8,215,0,0
4384,C04385,38,Male,Mobile,Search Engine,8,6,3,3,185,1,1
4385,C04386,30,Male,Desktop,Social Media,7,9,4,7,160,0,1
4386,C04387,44,Male,Mobile,Direct,5,4,0,4,130,0,0
4387,C04388,53,Male,Desktop,Direct,13,6,0,2,280,1,0
4388,C04389,24,Male,Mobile,Social Media,10,1,0,4,207,1,0
4389,C04390,39,Male,Desktop,Direct,2,6,3,1,292,1,0
4390,C04391,27,Male,Mobile,Email,9,3,2,5,204,1,1
4391,C04392,56,Female,Mobile,Search Engine,5,9,5,0,111,1,1
4392,C04393,32,Female,Desktop,Email,8,4,0,5,213,0,0
4393,C04394,32,Male,Desktop,Social Media,13,7,4,4,66,1,1
4394,C04395,21,Female,Tablet,Email,4,4,4,8,163,1,1
4395,C04396,49,Female,Desktop,Social Media,14,6,1,6,168,0,0
4396,C04397,40,Male,Mobile,Social Media,9,7,2,5,139,0,1
4397,C04398,23,Male,Mobile,Direct,10,2,2,6,153,0,0
4398,C04399,41,Male,Desktop,Direct,7,6,3,9,216,1,1
4399,C04400,37,Female,Tablet,Social Media,2,8,1,4,56,1,0
4400,C04401,54,Male,Desktop,Search Engine,3,6,3,0,206,0,0
4401,C04402,37,Female,Mobile,Search Engine,14,2,1,8,232,0,1
4402,C04403,29,Male,Mobile,Search Engine,2,4,5,4,129,1,1
4403,C04404,50,Female,Tablet,Email,5,1,2,3,206,0,0
4404,C04405,45,Female,Desktop,Social Media,2,7,5,5,97,1,1
4405,C04406,25,Male,Mobile,Direct,5,8,3,4,144,0,0
4406,C04407,18,Male,Mobile,Email,13,2,1,0,21,0,0
4407,C04408,54,Female,Mobile,Email,9,5,2,1,90,1,0
4408,C04409,39,Female,Desktop,Direct,2,8,2,3,231,0,1
4409,C04410,23,Male,Desktop,Social Media,9,8,0,7,27,0,1
4410,C04411,38,Male,Tablet,Email,7,5,3,4,203,1,0
4411,C04412,49,Female,Mobile,Social Media,7,8,0,6,183,1,1
4412,C04413,52,Male,Mobile,Social Media,14,6,2,1,288,0,0
4413,C04414,32,Female,Tablet,Social Media,5,5,3,7,100,1,1
4414,C04415,22,Male,Mobile,Direct,8,4,3,4,281,1,1
4415,C04416,23,Male,Tablet,Social Media,7,5,5,3,294,1,1
4416,C04417,42,Male,Tablet,Email,6,4,4,8,124,0,0
4417,C04418,57,Female,Mobile,Direct,2,1,1,5,47,0,0
4418,C04419,46,Male,Desktop,Direct,6,3,4,3,66,0,0
4419,C04420,24,Female,Desktop,Email,14,8,4,7,74,0,1
4420,C04421,57,Male,Desktop,Direct,2,7,2,2,98,0,0
4421,C04422,30,Female,Desktop,Email,1,7,5,9,20,0,1
4422,C04423,55,Female,Mobile,Search Engine,9,3,1,1,187,0,0
4423,C04424,35,Male,Tablet,Email,13,9,4,6,42,1,1
4424,C04425,19,Female,Tablet,Direct,5,6,4,3,247,1,0
4425,C04426,25,Female,Mobile,Email,10,8,3,3,279,0,0
4426,C04427,28,Female,Desktop,Search Engine,10,8,2,9,283,0,1
4427,C04428,50,Female,Tablet,Social Media,4,3,4,8,183,1,1
4428,C04429,55,Male,Mobile,Social Media,12,4,1,1,29,0,0
4429,C04430,44,Male,Mobile,Social Media,11,6,0,0,135,0,0
4430,C04431,37,Male,Desktop,Direct,8,2,0,6,177,0,0
4431,C04432,29,Female,Mobile,Search Engine,5,7,2,7,291,1,1
4432,C04433,48,Female,Tablet,Email,14,2,0,2,177,1,0
4433,C04434,44,Male,Tablet,Email,7,5,3,1,221,1,0
4434,C04435,49,Male,Mobile,Email,3,4,3,3,140,0,0
4435,C04436,27,Female,Tablet,Email,8,9,1,1,158,1,0
4436,C04437,20,Male,Mobile,Direct,8,2,5,1,181,1,1
4437,C04438,44,Male,Tablet,Direct,3,7,2,4,227,0,0
4438,C04439,52,Female,Desktop,Search Engine,9,7,2,9,74,0,1
4439,C04440,48,Male,Tablet,Email,14,7,0,4,279,0,0
4440,C04441,32,Female,Desktop,Social Media,8,1,4,7,63,0,0
4441,C04442,33,Male,Desktop,Direct,1,8,4,8,178,1,1
4442,C04443,30,Female,Mobile,Search Engine,8,2,5,1,117,1,0
4443,C04444,52,Female,Desktop,Search Engine,12,5,4,0,45,0,0
4444,C04445,28,Female,Tablet,Direct,11,2,5,2,217,0,0
4445,C04446,38,Female,Tablet,Social Media,4,5,1,5,116,0,0
4446,C04447,28,Female,Desktop,Social Media,6,7,2,4,258,0,0
4447,C04448,47,Male,Mobile,Email,14,6,0,7,31,0,1
4448,C04449,52,Male,Desktop,Direct,13,5,1,7,64,1,1
4449,C04450,39,Male,Tablet,Social Media,10,4,3,1,28,0,0
4450,C04451,55,Female,Tablet,Direct,9,8,3,8,20,1,1
4451,C04452,48,Male,Desktop,Search Engine,5,8,3,3,229,0,0
4452,C04453,31,Female,Desktop,Search Engine,7,1,5,0,73,1,0
