CustomerID,Age,Gender,DeviceType,TrafficSource,PagesViewed,TimeOnSite,CartItems,PreviousPurchases,AverageOrderValue,DiscountUsed,Purchase
C03932,25,Female,Tablet,Social Media,11,8,5,9,131,1,1
C03933,50,Female,Tablet,Direct,7,2,1,7,217,1,0
C03934,29,Female,Mobile,Social Media,12,7,3,6,47,0,1
C03935,28,Female,Mobile,Search Engine,5,1,3,8,160,0,1
C03936,22,Female,Tablet,Social Media,4,2,4,7,192,0,1
C03937,44,Male,Mobile,Email,2,8,4,7,39,1,1
C03938,29,Male,Desktop,Social Media,5,1,4,2,136,0,0
C03939,34,Male,Desktop,Search Engine,9,2,0,9,73,1,1
C03940,23,Female,Mobile,Email,4,1,0,3,246,1,0
C03941,50,Male,Mobile,Social Media,14,5,3,3,128,1,1
C03942,22,Female,Mobile,Social Media,2,7,4,0,250,0,0
C03943,45,Male,Desktop,Email,13,6,2,5,248,0,0
C03944,31,Male,Mobile,Direct,6,6,5,1,106,1,0
C03945,22,Female,Tablet,Direct,8,6,3,8,293,1,1
C03946,50,Female,Mobile,Email,2,8,4,0,247,0,0
C03947,58,Male,Tablet,Social Media,9,5,2,0,90,0,0
C03948,36,Male,Mobile,Direct,7,7,4,9,247,1,1
C03949,39,Male,Mobile,Email,14,3,1,5,132,0,1
C03950,22,Male,Desktop,Search Engine,13,9,2,0,124,1,1
C03951,19,Female,Tablet,Social Media,2,3,5,2,28,0,0
C03952,47,Male,Tablet,Search Engine,11,6,1,9,184,0,1
C03953,56,Female,Tablet,Social Media,5,3,0,1,79,0,0
C03954,21,Female,Desktop,Direct,5,1,3,8,125,1,1
C03955,50,Male,Tablet,Search Engine,7,1,4,4,130,1,0
C03956,30,Female,Desktop,Search Engine,13,3,3,5,108,1,1
C03957,37,Male,Mobile,Email,5,4,5,1,287,1,0
C03958,24,Female,Mobile,Direct,11,2,4,7,249,0,0
C03959,32,Female,Tablet,Direct,14,9,1,5,90,1,1
C03960,40,Male,Mobile,Social Media,6,8,2,7,138,0,1
C03961,31,Female,Mobile,Email,14,3,2,7,122,1,0
C03962,40,Female,Tablet,Email,9,7,4,0,221,1,0
C03963,36,Male,Mobile,Social Media,3,4,1,6,42,1,0
C03964,46,Female,Tablet,Search Engine,3,5,4,1,109,0,0
C03965,37,Female,Tablet,Social Media,8,4,4,7,112,0,1
C03966,46,Male,Mobile,Social Media,10,9,4,1,283,0,1
C03967,41,Male,Mobile,Social Media,12,7,2,3,190,1,1
C03968,35,Female,Mobile,Email,6,4,5,1,240,1,0
C03969,27,Female,Mobile,Social Media,12,8,4,6,43,0,1
C03970,58,Female,Mobile,Social Media,10,2,2,4,221,0,0
C03971,25,Male,Desktop,Social Media,3,7,0,8,143,0,0
C03972,43,Female,Mobile,Direct,2,1,1,4,161,0,0
C03973,46,Female,Desktop,Search Engine,13,8,0,7,71,1,1
C03974,27,Female,Tablet,Search Engine,2,6,4,1,89,1,0
C03975,34,Female,Mobile,Search Engine,2,5,2,2,279,1,0
C03976,19,Female,Mobile,Search Engine,5,9,1,5,205,1,1
C03977,23,Female,Mobile,Email,12,9,3,6,226,1,1
C03978,22,Male,Tablet,Email,5,3,1,9,58,0,0
C03979,45,Male,Desktop,Social Media,1,9,1,7,85,0,1
C03980,58,Female,Desktop,Email,2,9,4,2,32,1,1
C03981,22,Female,Mobile,Search Engine,2,2,0,6,213,0,0
C03982,35,Male,Mobile,Direct,4,5,0,7,152,1,0
C03983,43,Male,Mobile,Social Media,7,2,3,9,214,1,1
C03984,37,Male,Mobile,Social Media,3,1,4,5,97,0,0
C03985,58,Female,Tablet,Search Engine,5,7,1,3,269,0,0
C03986,44,Female,Mobile,Search Engine,11,4,5,5,251,1,1
C03987,29,Female,Tablet,Search Engine,9,5,0,8,199,1,1
C03988,24,Female,Mobile,Email,5,4,0,2,196,0,0
C03989,20,Male,Desktop,Social Media,9,6,2,1,48,0,0
C03990,27,Male,Desktop,Search Engine,1,2,1,4,185,1,0
C03991,51,Male,Mobile,Direct,9,8,4,6,245,0,1
C03992,42,Male,Mobile,Social Media,14,4,0,2,155,1,0
C03993,52,Female,Tablet,Social Media,5,8,4,4,206,1,1
C03994,33,Female,Mobile,Email,8,3,1,3,74,0,0
C03995,19,Male,Mobile,Social Media,5,5,1,6,21,0,1
C03996,41,Male,Mobile,Search Engine,14,3,0,1,36,1,0
C03997,27,Male,Desktop,Search Engine,12,7,3,6,78,0,1
C03998,55,Male,Tablet,Direct,6,3,4,1,107,0,0
C03999,39,Male,Desktop,Social Media,8,8,4,2,242,0,0
C04000,43,Female,Tablet,Social Media,2,9,2,4,291,0,0
C04001,56,Female,Desktop,Email,3,2,1,6,77,0,0
C04002,44,Male,Mobile,Search Engine,11,3,1,5,211,1,1
C04003,46,Male,Desktop,Direct,9,7,0,6,69,0,0
C04004,55,Male,Desktop,Search Engine,5,5,0,5,232,0,0
C04005,37,Female,Tablet,Social Media,5,7,0,0,249,0,0
C04006,44,Female,Tablet,Social Media,9,2,2,4,173,1,0
C04007,58,Female,Desktop,Direct,10,4,3,0,292,1,0
C04008,37,Male,Tablet,Social Media,3,1,0,6,65,1,0
C04009,36,Female,Tablet,Direct,14,5,0,3,137,0,0
C04010,37,Male,Tablet,Direct,4,8,5,4,195,1,1
C04011,52,Female,Tablet,Search Engine,7,1,0,0,87,0,0
C04012,19,Female,Tablet,Direct,2,7,2,7,270,0,1
C04013,47,Female,Desktop,Social Media,8,7,4,3,249,1,1
C04014,51,Male,Tablet,Email,5,7,3,2,219,1,0
C04015,39,Male,Mobile,Email,1,1,4,0,165,1,0
C04016,20,Female,Desktop,Social Media,3,3,5,3,70,1,1
C04017,23,Male,Desktop,Email,9,2,1,2,205,0,0
C04018,32,Male,Desktop,Email,5,5,1,7,218,1,1
C04019,44,Male,Tablet,Direct,8,2,0,8,164,0,0
C04020,27,Male,Mobile,Email,1,5,5,4,78,1,1
C04021,26,Male,Tablet,Email,14,5,4,8,214,1,1
C04022,50,Male,Desktop,Email,7,4,2,0,162,1,0
C04023,49,Male,Desktop,Search Engine,7,7,3,6,242,0,1
C04024,23,Female,Desktop,Social Media,8,6,4,6,119,1,1
C04025,58,Male,Desktop,Direct,3,2,5,5,45,0,0
C04026,53,Male,Tablet,Email,1,4,5,3,33,0,0
C04027,19,Female,Mobile,Social Media,11,7,4,8,141,0,1
C04028,46,Female,Mobile,Email,9,9,3,2,284,0,1
C04029,21,Female,Desktop,Search Engine,1,9,4,0,26,0,0
C04030,18,Female,Mobile,Search Engine,11,3,4,1,238,0,0
C04031,36,Male,Desktop,Email,6,1,3,2,239,0,0
C04032,43,Female,Desktop,Email,9,9,2,1,202,0,0
C04033,42,Female,Mobile,Email,14,8,5,5,127,0,1
C04034,27,Male,Desktop,Search Engine,2,7,3,6,143,1,1
C04035,32,Male,Mobile,Search Engine,4,6,0,4,189,1,0
C04036,39,Male,Desktop,Social Media,2,7,0,4,276,1,0
C04037,38,Female,Mobile,Direct,4,9,0,6,28,0,0
C04038,39,Male,Desktop,Direct,2,6,0,5,299,0,0
C04039,53,Female,Mobile,Search Engine,12,3,1,7,144,1,1
C04040,51,Male,Desktop,Direct,1,3,2,8,181,1,1
C04041,47,Male,Desktop,Email,11,4,1,1,55,0,0
C04042,42,Female,Desktop,Social Media,3,8,4,1,23,1,0
C04043,45,Male,Mobile,Search Engine,8,9,4,0,106,0,1
C04044,18,Male,Tablet,Search Engine,5,8,3,6,283,1,1
C04045,21,Male,Desktop,Direct,4,2,0,3,110,0,0
C04046,24,Male,Desktop,Email,5,4,3,8,77,0,1
C04047,26,Male,Mobile,Social Media,6,4,4,5,159,0,1
C04048,53,Female,Desktop,Direct,6,2,0,6,191,0,0
C04049,36,Female,Desktop,Search Engine,5,8,5,6,279,1,1
C04050,18,Male,Desktop,Search Engine,12,3,2,7,44,0,1
C04051,27,Female,Desktop,Direct,11,2,4,3,217,0,0
C04052,53,Female,Tablet,Email,12,7,5,2,86,1,1
C04053,26,Female,Tablet,Social Media,6,1,3,2,137,1,0
C04054,59,Male,Desktop,Social Media,9,6,5,9,299,1,1
C04055,49,Male,Desktop,Social Media,5,3,3,7,25,0,1
C04056,49,Male,Desktop,Social Media,13,3,4,2,116,0,1
C04057,23,Female,Tablet,Email,6,5,1,7,91,1,1
C04058,55,Female,Tablet,Search Engine,4,3,2,1,277,1,0
C04059,34,Male,Mobile,Search Engine,13,4,5,4,57,1,1
C04060,27,Male,Mobile,Social Media,3,3,5,4,75,0,0
C04061,44,Female,Desktop,Social Media,13,7,4,6,122,1,1
C04062,52,Female,Desktop,Social Media,12,3,4,4,122,1,0
C04063,38,Male,Tablet,Direct,6,4,3,8,235,0,1
C04064,42,Female,Desktop,Direct,11,2,0,2,40,0,0
C04065,45,Female,Desktop,Search Engine,11,2,0,8,134,0,0
C04066,32,Female,Tablet,Search Engine,5,9,0,0,229,1,0
C04067,21,Female,Tablet,Social Media,4,1,3,2,222,0,0
C04068,46,Female,Tablet,Direct,5,1,0,3,207,0,0
C04069,26,Female,Tablet,Email,7,1,4,5,170,1,1
C04070,44,Female,Mobile,Direct,1,3,1,9,210,0,0
C04071,43,Male,Tablet,Search Engine,14,2,1,7,233,1,1
C04072,36,Male,Tablet,Direct,1,3,1,6,61,1,0
C04073,45,Female,Desktop,Search Engine,11,5,0,7,213,0,0
C04074,34,Female,Desktop,Social Media,13,9,1,5,269,1,1
C04075,58,Female,Desktop,Email,1,2,5,5,100,1,0
C04076,59,Male,Mobile,Social Media,2,1,0,5,60,1,0
C04077,37,Male,Tablet,Social Media,9,6,5,2,39,0,1
C04078,57,Female,Tablet,Email,13,3,4,9,28,1,1
C04079,56,Male,Mobile,Email,5,7,5,3,143,1,1
C04080,40,Female,Tablet,Email,14,6,4,5,222,0,1
C04081,49,Female,Desktop,Search Engine,9,7,3,6,97,0,1
C04082,50,Female,Mobile,Social Media,13,5,3,2,229,1,1
C04083,22,Female,Tablet,Search Engine,5,1,5,3,37,1,1
C04084,51,Female,Mobile,Email,14,3,2,5,255,0,1
C04085,57,Female,Mobile,Search Engine,7,3,4,0,219,1,0
C04086,28,Female,Tablet,Email,14,7,0,6,271,0,1
C04087,20,Male,Desktop,Direct,14,3,2,0,258,0,0
C04088,50,Female,Tablet,Email,6,5,4,9,288,0,1
C04089,28,Male,Tablet,Social Media,2,4,0,8,138,1,0
C04090,33,Female,Desktop,Social Media,3,4,4,9,26,0,1
C04091,35,Female,Tablet,Social Media,5,7,4,8,292,0,1
C04092,47,Male,Tablet,Search Engine,4,1,0,8,272,0,0
C04093,27,Male,Tablet,Social Media,14,7,4,3,147,1,1
C04094,35,Female,Mobile,Email,11,8,4,1,111,1,1
C04095,55,Male,Mobile,Direct,6,3,4,6,25,0,0
C04096,36,Female,Mobile,Social Media,8,3,3,3,93,0,0
C04097,53,Female,Tablet,Search Engine,8,4,1,4,75,1,0
C04098,30,Male,Desktop,Direct,3,6,4,0,257,1,0
C04099,20,Male,Mobile,Social Media,4,7,0,9,41,1,1
C04100,27,Male,Desktop,Social Media,1,1,5,5,60,0,0
C04101,55,Male,Tablet,Direct,2,4,4,6,285,1,0
C04102,18,Female,Mobile,Social Media,13,7,3,2,277,0,1
C04103,44,Male,Tablet,Search Engine,9,2,3,9,67,0,0
C04104,25,Male,Desktop,Email,12,1,5,1,158,1,1
C04105,59,Male,Mobile,Email,10,1,4,9,221,0,1
C04106,34,Male,Mobile,Direct,10,6,2,6,159,0,0
C04107,26,Male,Mobile,Email,2,5,5,0,161,1,0
C04108,23,Female,Mobile,Social Media,12,1,1,1,252,0,0
C04109,42,Female,Desktop,Social Media,6,3,0,2,177,0,0
C04110,56,Male,Mobile,Search Engine,14,7,0,3,57,1,1
C04111,45,Male,Tablet,Email,7,9,0,4,94,0,0
C04112,50,Female,Mobile,Direct,6,9,0,3,194,1,0
C04113,54,Male,Desktop,Social Media,8,6,3,9,58,1,1
C04114,26,Female,Mobile,Direct,9,3,1,2,92,0,0
C04115,35,Female,Desktop,Social Media,8,1,4,0,77,0,0
C04116,38,Male,Desktop,Social Media,5,3,4,6,108,1,1
C04117,19,Female,Tablet,Search Engine,8,2,2,9,292,1,1
C04118,55,Male,Mobile,Email,10,5,4,5,153,0,1
C04119,57,Male,Mobile,Search Engine,10,8,1,1,162,0,0
C04120,53,Female,Mobile,Email,9,5,4,1,114,0,0
C04121,54,Female,Tablet,Direct,14,1,3,2,175,1,0
C04122,32,Male,Tablet,Email,8,3,5,7,220,0,1
C04123,45,Female,Desktop,Direct,2,5,4,7,179,0,1
C04124,35,Male,Desktop,Social Media,2,7,0,9,230,0,1
C04125,51,Female,Desktop,Direct,12,5,0,9,191,0,0
C04126,39,Female,Tablet,Direct,3,5,5,9,89,1,1
C04127,28,Male,Tablet,Social Media,7,7,0,9,164,1,1
C04128,30,Male,Tablet,Direct,9,8,0,7,186,0,1
C04129,21,Male,Desktop,Direct,8,8,3,6,136,0,1
C04130,39,Female,Tablet,Social Media,9,7,3,1,204,1,0
C04131,24,Male,Desktop,Social Media,6,3,3,0,222,0,0
C04132,41,Male,Desktop,Social Media,1,2,4,5,181,1,0
C04133,21,Female,Mobile,Email,14,1,5,7,207,1,1
C04134,45,Female,Mobile,Social Media,12,6,0,0,62,1,0
C04135,32,Male,Mobile,Social Media,4,9,2,2,220,1,0
C04136,18,Male,Desktop,Direct,13,3,5,0,250,0,1
C04137,20,Male,Mobile,Search Engine,6,5,2,9,23,1,1
C04138,31,Male,Mobile,Search Engine,12,9,0,8,259,0,1
C04139,55,Female,Mobile,Email,6,9,1,6,225,0,1
C04140,18,Female,Tablet,Email,8,7,5,7,113,1,1
C04141,55,Male,Desktop,Search Engine,1,4,4,8,251,1,1
C04142,55,Male,Mobile,Search Engine,13,2,2,2,179,1,0
C04143,38,Male,Tablet,Social Media,11,2,5,9,132,0,1
C04144,46,Female,Tablet,Direct,2,4,5,1,271,1,0
C04145,22,Male,Tablet,Social Media,2,1,3,5,241,1,0
C04146,27,Male,Mobile,Email,13,4,1,4,113,1,0
C04147,45,Female,Tablet,Search Engine,6,6,3,3,186,0,0
C04148,38,Female,Desktop,Email,14,6,1,5,157,1,1
C04149,24,Male,Tablet,Social Media,14,7,1,5,229,1,1
C04150,20,Male,Tablet,Email,11,5,4,2,275,1,1
C04151,37,Female,Tablet,Email,7,9,5,1,92,0,0
C04152,36,Male,Tablet,Direct,2,2,3,8,233,1,1
C04153,52,Male,Desktop,Email,5,2,3,7,285,0,0
C04154,21,Female,Mobile,Social Media,6,4,2,3,170,0,0
C04155,22,Female,Desktop,Direct,4,4,5,5,254,0,1
C04156,18,Female,Desktop,Email,1,4,0,2,235,0,0
C04157,21,Male,Mobile,Social Media,3,1,0,7,128,0,0
C04158,29,Female,Tablet,Search Engine,14,4,2,2,139,1,0
C04159,44,Female,Mobile,Direct,10,5,1,1,117,1,0
C04160,59,Male,Mobile,Email,9,9,2,6,229,0,1
C04161,40,Male,Desktop,Email,13,3,2,2,51,0,0
C04162,42,Female,Mobile,Direct,6,3,3,8,245,0,1
C04163,38,Female,Tablet,Social Media,2,5,2,2,234,0,0
C04164,41,Male,Desktop,Email,9,6,1,7,142,1,1
C04165,42,Male,Tablet,Social Media,4,3,0,1,166,1,0
C04166,49,Female,Desktop,Direct,11,1,4,8,71,0,1
C04167,49,Female,Tablet,Email,13,8,5,0,199,0,0
C04168,22,Male,Mobile,Search Engine,8,1,2,2,206,0,0
C04169,53,Female,Mobile,Search Engine,10,2,5,1,127,1,0
C04170,59,Male,Mobile,Search Engine,7,3,2,6,145,0,0
C04171,59,Female,Tablet,Direct,12,6,5,4,280,1,1
C04172,56,Male,Desktop,Email,11,4,3,7,213,1,1
C04173,33,Male,Desktop,Direct,3,4,3,1,53,0,0
C04174,50,Female,Desktop,Email,8,9,5,7,295,1,1
C04175,38,Female,Mobile,Search Engine,4,6,2,6,201,0,0
C04176,26,Male,Tablet,Search Engine,2,2,2,4,258,1,0
C04177,23,Female,Desktop,Social Media,11,7,1,1,165,0,0
C04178,52,Female,Tablet,Direct,5,3,0,9,63,0,0
C04179,56,Female,Desktop,Direct,1,9,0,6,278,0,0
C04180,39,Male,Mobile,Social Media,13,6,4,9,38,0,1
C04181,58,Female,Tablet,Search Engine,8,8,0,3,234,0,0
C04182,22,Female,Desktop,Search Engine,14,1,4,3,230,0,1
C04183,59,Male,Desktop,Direct,8,2,3,7,250,1,1
C04184,40,Female,Desktop,Email,3,6,4,5,24,1,0
C04185,34,Female,Desktop,Search Engine,1,3,4,8,288,0,0
C04186,29,Male,Mobile,Social Media,4,1,0,1,181,1,0
C04187,40,Male,Desktop,Social Media,9,6,2,4,235,0,0
C04188,33,Female,Desktop,Social Media,9,5,3,5,293,1,1
C04189,20,Female,Mobile,Direct,1,9,1,7,119,1,1
C04190,47,Male,Desktop,Direct,11,6,4,3,190,0,1
C04191,39,Male,Tablet,Direct,7,5,4,6,271,0,0
C04192,26,Female,Tablet,Direct,6,1,5,6,188,1,0
C04193,46,Female,Desktop,Social Media,14,1,4,3,57,1,1
C04194,54,Female,Mobile,Social Media,7,1,2,0,247,1,0
C04195,40,Male,Mobile,Direct,7,7,1,2,144,1,1
C04196,30,Female,Mobile,Direct,8,6,5,1,297,1,1
C04197,49,Male,Desktop,Social Media,8,5,0,2,156,1,0
C04198,40,Male,Desktop,Direct,10,4,3,4,127,0,0
C04199,34,Male,Tablet,Direct,14,8,2,0,87,1,1
C04200,57,Female,Mobile,Direct,11,8,1,4,123,0,1
C04201,38,Female,Desktop,Direct,2,5,3,1,265,1,0
C04202,19,Female,Desktop,Search Engine,12,4,0,3,184,0,0
C04203,54,Male,Desktop,Direct,12,2,3,5,211,0,1
C04204,23,Female,Mobile,Social Media,12,7,5,8,214,0,1
C04205,35,Male,Mobile,Social Media,4,5,4,9,151,0,1
C04206,47,Male,Tablet,Social Media,4,3,4,5,163,1,1
C04207,39,Male,Mobile,Social Media,13,9,2,9,238,0,1
C04208,50,Male,Desktop,Direct,11,9,3,1,45,0,0
C04209,47,Male,Tablet,Search Engine,10,8,4,7,270,1,1
C04210,34,Male,Mobile,Email,12,1,2,4,114,1,1
C04211,49,Female,Mobile,Email,13,3,2,8,219,1,1
C04212,59,Male,Mobile,Email,8,2,5,9,122,0,1
C04213,31,Female,Mobile,Email,14,4,2,8,212,1,1
C04214,27,Male,Desktop,Social Media,13,2,0,3,21,0,0
C04215,53,Female,Mobile,Direct,13,8,4,0,266,0,1
C04216,51,Female,Desktop,Direct,3,1,4,8,110,0,1
C04217,26,Female,Desktop,Email,12,4,1,8,64,1,1
C04218,59,Female,Desktop,Email,13,5,0,7,22,0,0
C04219,45,Male,Tablet,Search Engine,13,4,4,4,83,0,1
C04220,28,Male,Desktop,Search Engine,12,8,5,4,154,0,1
C04221,31,Male,Mobile,Search Engine,3,2,4,9,297,1,0
C04222,56,Male,Tablet,Social Media,13,9,1,5,195,1,1
C04223,36,Female,Mobile,Direct,2,2,3,0,139,0,0
C04224,32,Female,Desktop,Social Media,1,2,3,8,281,0,0
C04225,45,Female,Mobile,Social Media,8,2,0,4,193,0,0
C04226,41,Male,Tablet,Direct,14,8,2,6,137,0,1
C04227,25,Female,Tablet,Search Engine,9,3,1,7,204,1,1
C04228,26,Male,Mobile,Direct,9,8,1,4,262,0,0
C04229,50,Female,Mobile,Email,11,7,4,2,233,1,1
C04230,50,Female,Mobile,Search Engine,8,4,5,5,140,0,1
C04231,36,Female,Tablet,Direct,5,7,4,6,82,0,1
C04232,20,Female,Desktop,Social Media,1,8,5,3,168,1,1
C04233,27,Female,Mobile,Direct,9,6,1,8,295,0,0
C04234,57,Male,Desktop,Search Engine,6,6,2,3,48,0,0
C04235,59,Female,Tablet,Email,12,3,3,9,244,1,1
C04236,18,Male,Mobile,Social Media,7,5,0,1,192,0,0
C04237,46,Male,Mobile,Email,8,2,5,8,263,1,1
C04238,51,Male,Tablet,Email,13,5,3,3,150,1,0
C04239,30,Male,Mobile,Social Media,5,5,0,3,39,0,0
C04240,18,Male,Desktop,Direct,6,7,2,9,100,1,1
C04241,51,Male,Tablet,Direct,12,4,1,0,254,1,0
C04242,46,Male,Tablet,Email,13,6,2,1,240,0,0
C04243,30,Male,Mobile,Direct,7,9,5,2,189,0,1
C04244,46,Female,Tablet,Search Engine,7,4,1,6,65,0,0
C04245,56,Female,Mobile,Email,2,6,4,8,79,1,1
C04246,41,Male,Mobile,Email,14,9,0,4,115,0,1
C04247,43,Male,Tablet,Email,11,1,4,3,288,1,1
C04248,34,Male,Mobile,Search Engine,12,8,1,1,50,0,0
C04249,24,Female,Desktop,Email,14,1,0,6,135,0,0
C04250,30,Female,Desktop,Direct,1,4,0,5,81,0,0
C04251,22,Male,Mobile,Direct,8,3,4,6,165,1,1
C04252,43,Male,Desktop,Direct,5,4,0,7,72,1,0
C04253,20,Female,Mobile,Direct,10,7,1,8,70,1,1
C04254,24,Female,Desktop,Email,2,9,5,9,188,0,1
C04255,56,Male,Tablet,Search Engine,3,9,5,4,214,0,1
C04256,18,Male,Mobile,Social Media,6,1,1,4,102,0,0
C04257,34,Male,Mobile,Direct,10,1,4,3,153,0,0
C04258,42,Male,Mobile,Social Media,6,9,2,2,287,0,1
C04259,20,Female,Mobile,Social Media,8,4,1,6,100,0,1
C04260,32,Female,Mobile,Email,5,3,5,4,238,0,1
C04261,46,Male,Mobile,Direct,5,9,1,6,21,1,1
C04262,49,Male,Tablet,Direct,7,5,0,1,270,0,0
C04263,43,Male,Tablet,Direct,10,6,0,8,255,0,0
C04264,33,Female,Desktop,Social Media,13,1,1,8,175,1,1
C04265,42,Male,Mobile,Direct,14,1,4,8,56,0,1
C04266,45,Male,Desktop,Direct,5,7,2,4,248,0,0
C04267,26,Male,Desktop,Search Engine,9,8,0,9,164,1,1
C04268,18,Female,Tablet,Email,6,8,5,8,75,0,1
C04269,46,Male,Desktop,Direct,7,7,0,0,140,1,0
C04270,39,Female,Tablet,Direct,12,9,5,1,230,0,1
C04271,33,Male,Desktop,Email,8,1,2,9,279,1,1
C04272,58,Male,Mobile,Email,13,2,0,4,122,0,0
C04273,58,Male,Desktop,Social Media,5,3,4,4,254,1,1
C04274,24,Female,Tablet,Social Media,14,5,5,5,57,0,1
C04275,31,Male,Tablet,Social Media,11,4,0,7,127,1,0
C04276,46,Male,Tablet,Email,4,4,0,0,243,0,0
C04277,36,Female,Desktop,Search Engine,12,8,1,9,203,0,1
C04278,36,Female,Desktop,Direct,8,8,4,8,174,0,1
C04279,19,Female,Tablet,Email,12,7,4,3,51,1,1
C04280,58,Male,Mobile,Search Engine,10,1,1,7,253,1,0
C04281,32,Female,Mobile,Email,9,4,5,4,269,0,0
C04282,20,Male,Desktop,Search Engine,1,1,3,0,77,0,0
C04283,28,Female,Desktop,Email,3,5,2,8,182,1,1
C04284,47,Female,Tablet,Email,12,3,4,7,36,1,1
C04285,57,Female,Desktop,Search Engine,4,3,3,4,273,1,1
C04286,35,Male,Desktop,Search Engine,13,4,5,3,165,1,1
C04287,19,Male,Tablet,Search Engine,7,2,2,7,248,1,1
C04288,49,Male,Tablet,Search Engine,6,7,4,8,259,1,1
C04289,25,Male,Desktop,Search Engine,10,4,0,6,35,0,0
C04290,39,Male,Mobile,Search Engine,10,5,4,3,94,0,1
C04291,23,Male,Desktop,Search Engine,11,2,2,6,279,0,1
C04292,29,Male,Mobile,Search Engine,1,6,3,5,23,1,0
C04293,57,Male,Mobile,Email,4,9,0,2,270,1,1
C04294,53,Male,Mobile,Search Engine,6,8,2,9,104,0,1
C04295,32,Female,Tablet,Search Engine,3,8,5,2,82,0,1
C04296,45,Female,Tablet,Email,2,2,2,0,119,1,0
C04297,35,Male,Tablet,Email,2,4,4,4,262,0,0
C04298,19,Male,Desktop,Social Media,10,8,5,7,181,0,1
C04299,30,Male,Tablet,Social Media,12,1,1,5,197,1,0
C04300,32,Male,Tablet,Search Engine,12,8,1,7,271,0,1
C04301,37,Female,Desktop,Search Engine,4,3,0,6,61,0,0
C04302,46,Female,Desktop,Social Media,13,8,2,1,261,1,1
C04303,59,Male,Mobile,Social Media,1,6,3,7,110,1,0
C04304,46,Female,Desktop,Direct,10,7,0,3,47,1,0
C04305,20,Female,Desktop,Direct,2,2,5,4,174,1,1
C04306,36,Male,Tablet,Search Engine,13,1,0,7,138,0,0
C04307,20,Male,Mobile,Direct,10,6,4,4,239,0,1
C04308,31,Male,Mobile,Social Media,2,3,5,4,283,1,1
C04309,57,Male,Desktop,Search Engine,4,4,3,5,140,1,1
C04310,21,Female,Tablet,Email,4,9,2,6,65,1,1
C04311,28,Male,Tablet,Email,1,3,5,8,299,0,1
C04312,48,Female,Tablet,Social Media,7,2,2,6,134,0,0
C04313,49,Male,Tablet,Direct,7,2,2,5,187,0,1
C04314,44,Female,Desktop,Email,10,2,0,9,265,1,0
C04315,47,Male,Tablet,Direct,11,6,4,3,299,1,1
C04316,19,Male,Mobile,Email,10,2,0,9,253,0,0
C04317,26,Female,Mobile,Direct,10,7,1,1,41,0,0
C04318,45,Female,Desktop,Email,1,7,1,8,221,1,1
C04319,48,Female,Tablet,Email,11,7,2,9,87,1,1
C04320,51,Male,Tablet,Search Engine,8,2,4,4,155,1,1
C04321,32,Female,Tablet,Search Engine,10,7,5,4,250,1,1
C04322,42,Female,Tablet,Social Media,14,8,2,2,77,1,1
C04323,53,Female,Desktop,Email,14,8,5,2,34,1,1
C04324,25,Female,Tablet,Direct,7,2,2,0,283,1,0
C04325,26,Female,Desktop,Email,7,5,0,4,189,1,0
C04326,54,Female,Tablet,Direct,11,6,2,2,188,0,0
C04327,56,Female,Tablet,Direct,6,9,2,1,67,0,0
C04328,49,Female,Mobile,Email,12,6,4,8,115,0,1
C04329,34,Female,Desktop,Direct,4,6,4,9,63,1,1
C04330,52,Male,Mobile,Social Media,11,6,5,5,259,0,1
C04331,54,Male,Desktop,Search Engine,8,9,4,2,89,0,1
C04332,36,Female,Tablet,Direct,2,7,2,6,272,0,0
C04333,46,Male,Tablet,Email,7,1,4,8,85,1,1
C04334,24,Male,Desktop,Search Engine,3,1,4,8,50,1,1
C04335,45,Female,Mobile,Social Media,14,4,3,0,233,1,1
C04336,26,Female,Desktop,Direct,3,2,3,1,200,0,0
C04337,45,Female,Desktop,Direct,14,3,1,7,221,0,1
C04338,23,Female,Tablet,Search Engine,7,7,0,0,87,1,0
C04339,46,Female,Mobile,Direct,12,7,0,2,44,0,0
C04340,34,Female,Desktop,Email,3,3,4,6,267,0,1
C04341,33,Male,Mobile,Search Engine,5,2,1,7,179,1,0
C04342,40,Female,Mobile,Search Engine,8,1,1,4,299,1,0
C04343,48,Male,Desktop,Direct,14,9,5,1,276,1,1
C04344,20,Female,Mobile,Social Media,13,3,3,2,130,1,0
C04345,38,Female,Tablet,Social Media,4,9,1,8,66,1,1
C04346,43,Male,Tablet,Social Media,7,4,2,9,198,1,1
C04347,53,Female,Tablet,Social Media,7,6,5,6,55,1,1
C04348,59,Female,Tablet,Search Engine,2,7,4,0,217,1,0
C04349,54,Male,Mobile,Search Engine,14,6,2,2,61,1,1
C04350,39,Female,Tablet,Direct,8,1,0,8,109,1,1
C04351,59,Male,Desktop,Social Media,10,6,3,6,87,1,1
C04352,29,Female,Tablet,Social Media,12,6,2,1,89,1,0
C04353,59,Female,Desktop,Direct,10,5,4,5,129,0,1
C04354,30,Male,Desktop,Direct,14,3,2,8,41,1,1
C04355,28,Female,Tablet,Direct,9,3,2,3,296,0,0
C04356,33,Male,Tablet,Email,6,7,1,9,214,0,1
C04357,25,Male,Mobile,Direct,14,8,3,1,64,0,1
C04358,57,Male,Desktop,Direct,5,3,0,2,130,1,0
C04359,57,Female,Tablet,Email,1,3,4,6,228,1,0
