feedback,sentiment,categories
"Form fields clear themselves while I am still typing Plus, login works on desktop but fails consistently on the mobile app. And checkout throws an unexpected error after I confirm the amount.",negative,"bug,login,payment"
"A rare flicker happens when opening the profile section Plus, adding a price-drop alert feature would help me a lot. Plus, it would be nice if support hours extended into the evening.",neutral,"bug,feature_request,support"
"The application crashes every time I try to open the order history At the same time, email replies take more than 48 hours and often miss the point Otherwise the experience is good.",negative,"bug,support"
"Refund was issued quickly after I cancelled the order On top of that, the help desk agent went the extra mile to fix the problem for me.",positive,"payment,support"
"Images fail to load and are replaced by broken-image icons On top of that, the remember me option does not actually keep me signed in. Besides that, font sizes are inconsistent across different screens.",negative,"bug,login,ui"
"The cart empties itself for no apparent reason Furthermore, i really need a dark mode option that actually works system-wide. At the same time, the new interface is confusing and I'm unable to find the settings menu.",negative,"bug,feature_request,ui"
"Password recovery was straightforward and I was back in minutes Furthermore, paying was straightforward and I received the receipt right away. And the interface is intuitive and I found what I needed right away.",positive,"login,payment,ui"
"Just a heads-up: the recently added recommendation engine is surprisingly accurate Additionally, the agent understood the problem right away and fixed it Please look into it.",positive,"feature_request,support"
"For what it's worth, have you considered adding a compact view for power users?",neutral,ui
"To be honest, the font size could be adjustable for better readability.",neutral,ui
"Just wanted to mention that notifications keep appearing even after I have dismissed them Also, loading the homepage alone consumes a lot of data and battery. Besides that, the new interface is confusing and I'm unable to find the settings menu Would appreciate a fix.",negative,"bug,performance,ui"
"To be honest, no unexpected errors so far this month And the payment options are convenient and processed instantly.",positive,"bug,payment"
"Everything has been running stably for the past few weeks Besides that, refund was issued quickly after I cancelled the order.",positive,"bug,payment"
"It would be helpful if more local payment methods were available Furthermore, response time is acceptable on weekdays but slower on weekends Happened more than once already.",neutral,"payment,support"
"In my experience the support chat bot only gives canned replies that do not address my problem On top of that, icons are not intuitive and I have to guess what each one does.",negative,"support,ui"
Clicking the save button does nothing and changes are lost And the new interface is confusing and I cannot find the settings menu.,negative,"bug,ui"
"I never receive the verification code needed to complete sign-in Furthermore, the dark mode has white text on light backgrounds in several places Happened more than once already.",negative,"login,ui"
The recent UI refresh made browsing much more pleasant Happened more than once already.,positive,ui
Switching between tabs causes noticeable delays And the new interface is confusing and I cannot find the settings menu.,negative,"performance,ui"
Thankfully customer support resolved my issue within minutes and were very polite Please look into it.,positive,support
"Login works on desktop but fails consistently on the mobile app Also, images load so slowly that the screen feels incomplete for a long time.",negative,"login,performance"
Credit card payment keeps failing with a generic error Please look into it.,negative,payment
the application loads quickly and feels snappy on my device.,positive,performance
"I never receive the verification code needed to complete sign-in Also, i paid successfully but the order status remains unpaid.",negative,"login,payment"
The knowledge base articles are useful but could cover more edge cases Thanks!,neutral,support
"Images fail to load and are replaced by broken-image icons Also, there is still no way to export my order history as a PDF.",negative,"bug,feature_request"
Just a heads-up: is there a way to save multiple payment methods for faster checkout? Otherwise the experience is good.,neutral,payment
"Images fail to load and are replaced by broken-image icons Plus, there is still no way to export my order history as a PDF.",negative,"bug,feature_request"
Thankfully the login form could remember my username for next time Would appreciate a fix.,neutral,login
"Unfortunately the remember me option does not actually keep me signed in Additionally, the checkout process aborted halfway and I am not sure if I was charged.",negative,"login,payment"
I paid successfully but the order status remains unpaid This is frustrating.,negative,payment
Checkout and payment went through smoothly without any issues Hope this gets fixed soon.,positive,payment
"The back button sometimes closes the entire application instead of going back Furthermore, credit card payment keeps failing with a generic error. At the same time, the whole experience is sluggish compared to similar services.",negative,"bug,payment,performance"
"I wish there was an option to stay logged in for longer periods At the same time, the knowledge base articles are useful but could cover more edge cases.",neutral,"login,support"
One problem I keep seeing is that logging in is fast and the remember-me feature works perfectly.,positive,login
"Honestly, i noticed there are limited payment options for international cards Keep up the good work.",neutral,payment
"I love the new one-click reorder feature; it saves me so much time Also, password recovery was straightforward and I was back in minutes. At the same time, loved how easy it was to pay with my preferred method.",positive,"feature_request,login,payment"
"Unfortunately the app freezes completely when I switch between tabs quickly At the same time, checkout throws an unexpected error after I confirm the amount. And the agent I spoke with was unhelpful and seemed unfamiliar with the issue.",negative,"bug,payment,support"
"Notifications keep appearing even after I have dismissed them At the same time, the payment page becomes unresponsive whenever I try to finalize the purchase. Furthermore, the new interface is confusing and I cannot find the settings menu.",negative,"bug,payment,ui"
"The payment screen could list accepted cards more clearly At the same time, i would prefer a simpler layout with fewer colors.",neutral,"payment,ui"
Quick note: the latest update seems to have fixed the previous stability issues.,positive,bug
"Please consider adding support for more regional languages Besides that, is there a way to save multiple payment methods for faster checkout?.",neutral,"feature_request,payment"
"Unfortunately a rare flicker happens when opening the profile section On top of that, the login form could remember my username for next time.",neutral,"bug,login"
Missing the ability to save multiple shipping addresses is inconvenient And i waited over an hour for a response from the help desk and still got no solution Keep up the good work.,negative,"feature_request,support"
Just a heads-up: a rare flicker happens when opening the profile section Would appreciate a fix.,neutral,bug
Biometric login stopped working after the latest update.,negative,login
Images fail to load and are replaced by broken-image icons Hope this gets fixed soon.,negative,bug
"Just a heads-up: i have not encountered any crashes or glitches recently Also, password recovery was straightforward and I was back in minutes This is frustrating.",positive,"bug,login"
"For what it's worth, live chat support was available immediately and solved everything quickly.",positive,support
Just a heads-up: it would be nice if support hours extended into the evening Please look into it.,neutral,support
"Images fail to load and are replaced by broken-image icons Plus, the absence of a price-drop alert is disappointing.",negative,"bug,feature_request"
"In my experience wishlist functionality is missing and I keep losing track of items At the same time, customer service kept transferring me between departments without resolving anything.",negative,"feature_request,support"
"kindly consider adding support for more regional languages Besides that, some banks seem to be unsupported at the moment. Additionally, have you considered adding a compact view for power users? Please look into it.",neutral,"feature_request,payment,ui"
"The recent addition of order notes is a nice touch On top of that, loved how easy it was to pay with my preferred method Hope this gets fixed soon.",positive,"feature_request,payment"
Thankfully an option to filter by delivery speed would be very useful Hope this gets fixed soon.,neutral,feature_request
"I keep getting account not found despite having registered last week At the same time, phone support put me on hold for twenty minutes and then the call dropped Otherwise the experience is good.",negative,"login,support"
"Performance has improved a lot after the recent update Besides that, the recent UI refresh made browsing much more pleasant.",positive,"performance,ui"
An option to filter by delivery speed would be very useful Happened more than once already.,neutral,feature_request
"Images load so slowly that the page feels incomplete for a long time On top of that, the support chat bot only gives canned replies that do not address my problem. Additionally, navigation feels cluttered and important options are buried deep.",negative,"performance,support,ui"
I encounter a random error code that forces me to restart the application.,negative,bug
Thankfully customer support resolved my issue within minutes and were very polite Otherwise the experience is good.,positive,support
"Login works on desktop but fails consistently on the mobile app At the same time, payment confirmation never arrived and they say they have no record. Plus, search results take ages to appear and sometimes never load Otherwise the experience is good.",negative,"login,payment,performance"
Navigation is smooth and pages respond almost instantly Would appreciate a fix.,positive,performance
The cart empties itself for no apparent reason And the support chat bot only gives canned replies that do not address my problem.,negative,"bug,support"
"A white screen appears and nothing loads after the splash screen Also, buttons are too small on mobile and I keep tapping the wrong ones.",negative,"bug,ui"
Customer service kept transferring me between departments without resolving anything Please look into it.,negative,support
My card was charged but the order is still showing as pending And the dark mode has white text on light backgrounds in several places.,negative,"payment,ui"
Quick note: having social login options would be convenient.,neutral,login
"Credit card payment keeps failing with a generic error Besides that, pages take more than ten seconds to render after I click a link.",negative,"payment,performance"
Lately please add the ability to share product links directly to messaging apps Keep up the good work.,neutral,feature_request
"Checkout and payment went through smoothly without any issues Furthermore, the application loads quickly and feels snappy on my device. Additionally, customer support resolved my issue within minutes and were very polite Would appreciate a fix.",positive,"payment,performance,support"
"To be honest, the application freezes completely when I switch between tabs quickly Besides that, the remember me option does not actually keep me signed in. Additionally, i paid successfully but the order status remains unpaid.",negative,"bug,login,payment"
"I never receive the verification code needed to complete sign-in Plus, navigation feels cluttered and important options are buried deep.",negative,"login,ui"
"After selecting UPI the screen just hangs and nothing happens Plus, i submitted a ticket three days ago and have not received any update.",negative,"payment,support"
"Notifications keep appearing even after I have dismissed them Plus, the payment gateway timed out and now I'm unsure if the order went through.",negative,"bug,payment"
"Pages take more than ten seconds to render after I click a link On top of that, i waited over an hour for a response from the help desk and still got no solution. Plus, the color contrast makes some text almost unreadable.",negative,"performance,support,ui"
Overall the payment options are convenient and processed instantly.,positive,payment
"There might be a minor display glitch on certain Android versions Plus, a comparison tool for similar products would be a welcome addition. Additionally, it would be nice if support hours extended into the evening.",neutral,"bug,feature_request,support"
"It would be helpful if more local payment methods were available Additionally, speed is fine most of the time but dips during sales events. Additionally, some icons could use clearer labels.",neutral,"payment,performance,ui"
"Speed is fine most of the time but dips during sales events Additionally, the knowledge base articles are useful but could cover more edge cases Looking forward to an update.",neutral,"performance,support"
"Just a heads-up: everything has been running stably for the past few weeks Furthermore, the recent addition of order notes is a nice touch. Additionally, live chat support was available immediately and solved everything quickly.",positive,"bug,feature_request,support"
Menus hide behind gestures that are hard to discover Keep up the good work.,negative,ui
Quick note: scrolling through the product list is choppy and freezes frequently.,negative,performance
No unexpected errors so far this month And the agent understood the problem right away and fixed it.,positive,"bug,support"
Overall i encounter a random error code that forces me to restart the app Hope this gets fixed soon.,negative,bug
Unfortunately search returns no results even for products I know exist.,negative,bug
Money was taken but the confirmation page never loaded and the app crashed This is frustrating.,negative,"bug,payment"
"Form fields clear themselves while I am still typing Furthermore, menus hide behind gestures that are hard to discover Please look into it.",negative,"bug,ui"
I love the new one-click reorder feature; it saves me so much time Otherwise the experience is good.,positive,feature_request
"Lately a small visual artifact appears when rotating the device Furthermore, please consider adding support for more regional languages.",neutral,"bug,feature_request"
The app takes forever to load even on a strong Wi-Fi connection Otherwise the experience is good.,negative,performance
"After logging out I am unable to log back in on the same device And the transaction failed twice when I tried to complete checkout. On top of that, the layout looks broken on tablet screens and elements overlap Happened more than once already.",negative,"login,payment,ui"
"The back button sometimes closes the entire application instead of going back Additionally, the amount was taken from my wallet but the cart is still full. Additionally, i was told the issue was escalated but never heard back.",negative,"bug,payment,support"
"Clicking the save button does nothing and changes are lost Furthermore, my card was charged but the order is still showing as pending. Additionally, navigation feels cluttered and important options are buried deep.",negative,"bug,payment,ui"
"In my experience images fail to load and are replaced by broken-image icons Also, there is still no way to export my order history as a PDF. And after logging out I am unable to log back in on the same device.",negative,"bug,feature_request,login"
"Honestly, a white screen appears and nothing loads after the splash screen Besides that, missing the ability to save multiple shipping addresses is inconvenient.",negative,"bug,feature_request"
"Even with a large catalog the search is impressively fast Also, the help desk agent went the extra mile to fix the problem for me.",positive,"performance,support"
"Account access has been reliable every time I need it Additionally, card payment worked on the first try and confirmation arrived immediately.",positive,"login,payment"
"Checkout becomes unresponsive right after I enter my card details Besides that, navigation feels cluttered and important options are buried deep.",negative,"payment,ui"
"Quick note: i cannot complete the purchase because the payment button stays disabled At the same time, getting a human agent feels nearly impossible through the chat. Plus, navigation feels cluttered and important options are buried deep.",negative,"payment,support,ui"
"I am locked out of my account and the recovery process is broken Furthermore, everything feels laggy and unresponsive during peak hours. Furthermore, the support chat bot only gives canned replies that do not address my problem Keep up the good work.",negative,"login,performance,support"
"The support chat bot only gives canned replies that do not address my problem Furthermore, the product cards look cramped and hard to scan quickly.",negative,"support,ui"
Overall phone support put me on hold for twenty minutes and then the call dropped.,negative,support
"No option exists to schedule deliveries for a later date Also, biometric login stopped working after the latest update. At the same time, buttons are too small on mobile and I keep tapping the wrong ones.",negative,"feature_request,login,ui"
I've noticed that payment confirmation never arrived and they say they have no record.,negative,payment
Overall i received a clear and helpful response to my query the same day.,positive,support
I'm unable to complete the purchase because the payment button stays disabled.,negative,payment
"Checkout and payment went through smoothly without any issues On top of that, customer support resolved my issue within minutes and were very polite.",positive,"payment,support"
"The app freezes completely when I switch between tabs quickly Besides that, i really need a dark mode option that actually works system-wide. Plus, menus hide behind gestures that are hard to discover Thanks!",negative,"bug,feature_request,ui"
"The filter options stop working after the first selection Additionally, no option exists to schedule deliveries for a later date. Additionally, the app becomes almost unusable when the network is only moderately fast.",negative,"bug,feature_request,performance"
Just a heads-up: customer service kept transferring me between departments without resolving anything.,negative,support
"Honestly, search results take ages to appear and sometimes never load.",negative,performance
"Customer support resolved my issue within minutes and were very polite On top of that, i like the new visual style; everything feels modern and polished.",positive,"support,ui"
Just wanted to mention that customer service kept transferring me between departments without resolving anything.,negative,support
In my experience please add the ability to share product links directly to messaging apps.,neutral,feature_request
"Notifications keep appearing even after I have dismissed them Additionally, getting a human agent feels nearly impossible through the chat Otherwise the experience is good.",negative,"bug,support"
The payment gateway timed out and now I'm unsure if the order went through And the application becomes almost unusable when the network is only moderately fast.,negative,"payment,performance"
"Honestly, i would like to see integration with more third-party wallets Furthermore, it would be nice if support hours extended into the evening. Also, the font size could be adjustable for better readability.",neutral,"feature_request,support,ui"
"The recently added recommendation engine is surprisingly accurate Furthermore, customer support resolved my issue within minutes and were very polite Would appreciate a fix.",positive,"feature_request,support"
"One problem I keep seeing is that a rare flicker happens when opening the profile section Plus, a comparison tool for similar products would be a welcome addition. Additionally, a denser information layout might help experienced users.",neutral,"bug,feature_request,ui"
Pages take more than ten seconds to render after I click a link Please look into it.,negative,performance
Unfortunately i would prefer a simpler layout with fewer colors.,neutral,ui
Overall occasionally a button remains highlighted after I release it Would appreciate a fix.,neutral,bug
There is still no way to export my order history as a PDF And my wallet balance was reduced but the order remains in pending state. And the layout looks broken on tablet screens and elements overlap This is frustrating.,negative,"feature_request,payment,ui"
"Lately a white screen appears and nothing loads after the splash screen Also, no option exists to schedule deliveries for a later date",negative,"bug,feature_request"
"The new biometric login option is really convenient Furthermore, paying was straightforward and I received the receipt right away",positive,"login,payment"
"Having a bulk-add-to-cart option would speed things up for me Also, load times are average compared to other shopping apps I use.",neutral,"feature_request,performance"
Occasionally a button remains highlighted after I release it And support for guest checkout without creating an account would be convenient.,neutral,"bug,feature_request"
Thankfully the recently added recommendation engine is surprisingly accurate.,positive,feature_request
Login works on desktop but fails consistently on the mobile app Please look into it.,negative,login
"Everything feels laggy and unresponsive during peak hours Plus, icons are not intuitive and I have to guess what each one does.",negative,"performance,ui"
Load times are average compared to other shopping apps I use Happened more than once already.,neutral,performance
"Missing the ability to save multiple shipping addresses is inconvenient Additionally, refund for the cancelled order has not been processed after a week.",negative,"feature_request,payment"
"Just a heads-up: having a bulk-add-to-cart option would speed things up for me Plus, i wish there was an option to stay logged in for longer periods.",neutral,"feature_request,login"
"There might be a minor display glitch on certain Android versions On top of that, adding a price-drop alert feature would help me a lot. Besides that, is it possible to link multiple email addresses to one account?.",neutral,"bug,feature_request,login"
"Honestly, i am locked out of my account and the recovery process is broken.",negative,login
"No option exists to schedule deliveries for a later date Furthermore, loading the homepage alone consumes a lot of data and battery This is frustrating.",negative,"feature_request,performance"
"In my experience having a bulk-add-to-cart option would speed things up for me Also, having social login options would be convenient.",neutral,"feature_request,login"
"Images load so slowly that the page feels incomplete for a long time Plus, the color contrast makes some text almost unreadable Would appreciate a fix.",negative,"performance,ui"
"Honestly, i can't log in, the app closes unexpectedly, and support has not replied for two days.",negative,"bug,login,support"
"Honestly, the payment page is slow, freezes, and the layout is messy on mobile.",negative,"bug,payment,ui"
"Sign-in with my email takes only a second Besides that, the support team followed up to make sure everything was working again Looking forward to an update.",positive,"login,support"
Lately the dark mode has white text on light backgrounds in several places.,negative,ui
The checkout process aborted halfway and I am not sure if I was charged.,negative,payment
Overall have you considered adding a compact view for power users?,neutral,ui
"Quick note: response time is acceptable on weekdays but slower on weekends At the same time, i would prefer a simpler layout with fewer colors Happened more than once already.",neutral,"support,ui"
"One problem I keep seeing is that i keep getting account not found despite having registered last week Furthermore, i waited over an hour for a response from the help desk and still got no solution. At the same time, the layout looks broken on tablet screens and elements overlap.",negative,"login,support,ui"
Just a heads-up: the app becomes almost unusable when the network is only moderately fast.,negative,performance
"The filter options stop working after the first selection Plus, session expires immediately after I successfully log in.",negative,"bug,login"
"Is it possible to link multiple email addresses to one account? On top of that, speed is fine most of the time but dips during sales events.",neutral,"login,performance"
"Money was deducted from my account yet I never received a confirmation Besides that, search results take ages to appear and sometimes never load.",negative,"payment,performance"
"I have not encountered any crashes or glitches recently On top of that, logging in is fast and the remember-me feature works perfectly Hope this gets fixed soon.",positive,"bug,login"
In my experience it would be nice if support hours extended into the evening.,neutral,support
One problem I keep seeing is that a rare flicker happens when opening the profile section And having a callback option would make contacting support easier.,neutral,"bug,support"
"Just a heads-up: card payment worked on the first try and confirmation arrived immediately At the same time, the redesigned dashboard looks clean and is easy to navigate Happened more than once already.",positive,"payment,ui"
"A rare flicker happens when opening the profile section Besides that, is it possible to link multiple email addresses to one account? And i would prefer a simpler layout with fewer colors.",neutral,"bug,login,ui"
"Checkout becomes unresponsive right after I enter my card details Also, switching between tabs causes noticeable delays. On top of that, font sizes are inconsistent across different screens",negative,"payment,performance,ui"
Thankfully load times are average compared to other shopping apps I use And having a callback option would make contacting support easier. And have you considered adding a compact view for power users?.,neutral,"performance,support,ui"
Thankfully the product cards look cramped and hard to scan quickly.,negative,ui
"I love the new one-click reorder feature; it saves me so much time Furthermore, loved how easy it was to pay with my preferred method.",positive,"feature_request,payment"
"To be honest, the remember me option does not actually keep me signed in.",negative,login
"Honestly, i love the new one-click reorder feature; it saves me so much time Plus, the help desk agent went the extra mile to fix the problem for me.",positive,"feature_request,support"
"For what it's worth, search results take ages to appear and sometimes never load.",negative,performance
"Some banks seem to be unsupported at the moment At the same time, performance seems acceptable on Wi-Fi but slower on mobile data. Also, the font size could be adjustable for better readability Hope this gets fixed soon.",neutral,"payment,performance,ui"
"Images load so slowly that the page feels incomplete for a long time Furthermore, font sizes are inconsistent across different screens.",negative,"performance,ui"
"Quick note: a white screen appears and nothing loads after the splash screen At the same time, oTP verification fails every single time I try to access my account Keep up the good work.",negative,"bug,login"
"Clicking the save button does nothing and changes are lost Plus, there is still no way to export my order history as a PDF. Additionally, the app becomes almost unusable when the network is only moderately fast.",negative,"bug,feature_request,performance"
"For what it's worth, speed is fine most of the time but dips during sales events Otherwise the experience is good.",neutral,performance
One problem I keep seeing is that support for guest checkout without creating an account would be convenient Please look into it.,neutral,feature_request
Scrolling through the product list is choppy and freezes frequently Please look into it.,negative,performance
"Selecting any card payment method redirects me to a blank page Additionally, pages take more than ten seconds to render after I click a link.",negative,"payment,performance"
"Thankfully account access has been reliable every time I need it Plus, the support team followed up to make sure everything was working again.",positive,"login,support"
"Lately the recent addition of order notes is a nice touch At the same time, the interface is intuitive and I found what I needed right away.",positive,"feature_request,ui"
Quick note: the list of supported cards could be shown more prominently Would appreciate a fix.,neutral,payment
The refund came through fast after I explained the double charge to support Thanks!,positive,"payment,support"
"I noticed there are limited payment options for international cards Additionally, performance seems acceptable on Wi-Fi but slower on mobile data.",neutral,"payment,performance"
Login works on desktop but fails consistently on the mobile app Keep up the good work.,negative,login
"Honestly, notifications keep appearing even after I have dismissed them Furthermore, i cannot sign in after changing my password yesterday.",negative,"bug,login"
Just a heads-up: refund was issued quickly after I cancelled the order Happened more than once already.,positive,payment
"I would like to see integration with more third-party wallets Additionally, have you considered adding a compact view for power users?.",neutral,"feature_request,ui"
"Honestly, the payment gateway timed out and now I'm unsure if the order went through Would appreciate a fix.",negative,payment
Logging in is fast and the remember-me feature works perfectly Happened more than once already.,positive,login
"Unfortunately please add the ability to share product links directly to messaging apps Besides that, load times are average compared to other shopping apps I use.",neutral,"feature_request,performance"
"The absence of a price-drop alert is disappointing Also, navigation feels cluttered and important options are buried deep.",negative,"feature_request,ui"
Credit card payment keeps failing with a generic error This is frustrating.,negative,payment
"Thankfully the recent addition of order notes is a nice touch Plus, i received a clear and helpful response to my query the same day. On top of that, the redesigned dashboard looks clean and is easy to navigate.",positive,"feature_request,support,ui"
I noticed there are limited payment options for international cards Keep up the good work.,neutral,payment
"Loved how easy it was to pay with my preferred method And i received a clear and helpful response to my query the same day. Additionally, the redesigned dashboard looks clean and is easy to navigate.",positive,"payment,support,ui"
"To be honest, please add the ability to share product links directly to messaging apps Furthermore, performance seems acceptable on Wi-Fi but slower on mobile data Looking forward to an update.",neutral,"feature_request,performance"
Images load so slowly that the page feels incomplete for a long time.,negative,performance
"To be honest, password recovery was straightforward and I was back in minutes On top of that, i received a clear and helpful response to my query the same day. And the recent UI refresh made browsing much more pleasant.",positive,"login,support,ui"
I've noticed that the layout looks broken on tablet screens and elements overlap.,negative,ui
"The application closes unexpectedly every time I try to open the order history Besides that, the app becomes almost unusable when the network is only moderately fast.",negative,"bug,performance"
"Lately logging in is fast and the remember-me feature works perfectly On top of that, i like the new visual style; everything feels modern and polished.",positive,"login,ui"
"To be honest, navigation feels cluttered and important options are buried deep This is frustrating.",negative,ui
Thankfully it would be helpful if more local payment methods were available.,neutral,payment
Lately some icons could use clearer labels.,neutral,ui
The app becomes unresponsive completely when I switch between tabs quickly Happened more than once already.,negative,bug
One problem I keep seeing is that load times are average compared to other shopping apps I use.,neutral,performance
"For what it's worth, the remember me option does not actually keep me signed in And pages take more than ten seconds to render after I click a link. Besides that, the product cards look cramped and hard to scan quickly Otherwise the experience is good.",negative,"login,performance,ui"
"The cart empties itself for no apparent reason Also, two-factor authentication codes are not being delivered Would appreciate a fix.",negative,"bug,login"
"In my experience the app becomes unresponsive completely when I switch between tabs quickly Plus, the absence of a price-drop alert is disappointing.",negative,"bug,feature_request"
"Money was deducted from my account yet I never received a confirmation Plus, i was told the issue was escalated but never heard back.",negative,"payment,support"
"The app takes forever to load even on a strong Wi-Fi connection At the same time, i was told the issue was escalated but never heard back. Besides that, the layout looks broken on tablet screens and elements overlap.",negative,"performance,support,ui"
"I wonder if there is a lighter version of the app for older phones On top of that, i would prefer a simpler layout with fewer colors.",neutral,"performance,ui"
The agent was able to process my refund after the failed transaction Hope this gets fixed soon.,positive,"payment,support"
"A longer session timeout would reduce the need to re-authenticate Furthermore, performance seems acceptable on Wi-Fi but slower on mobile data This is frustrating.",neutral,"login,performance"
"To be honest, switching between tabs causes noticeable delays Besides that, i submitted a ticket three days ago and have not received any update.",negative,"performance,support"
"Quick note: the recently added recommendation engine is surprisingly accurate Also, layout and spacing feel comfortable on both phone and tablet Happened more than once already.",positive,"feature_request,ui"
"The absence of a price-drop alert is disappointing Besides that, trying to pay with my saved card always results in an authorization error This is frustrating.",negative,"feature_request,payment"
"I never receive the verification code needed to complete sign-in Plus, every action seems to wait several seconds before responding.",negative,"login,performance"
"Overall load times are average compared to other shopping apps I use On top of that, some icons could use clearer labels Would appreciate a fix.",neutral,"performance,ui"
"I encounter a random error code that forces me to restart the app On top of that, the absence of a price-drop alert is disappointing. Besides that, font sizes are inconsistent across different screens Please look into it.",negative,"bug,feature_request,ui"
"There is still no way to export my order history as a PDF Besides that, email replies take more than 48 hours and often miss the point.",negative,"feature_request,support"
The product cards look cramped and hard to scan quickly This is frustrating.,negative,ui
Quick note: i received a clear and helpful response to my query the same day.,positive,support
The redesigned dashboard looks clean and is easy to navigate Otherwise the experience is good.,positive,ui
I've noticed that having a bulk-add-to-cart option would speed things up for me Hope this gets fixed soon.,neutral,feature_request
Login works on desktop but fails consistently on the mobile app Would appreciate a fix.,negative,login
Just wanted to mention that speed is fine most of the time but dips during sales events.,neutral,performance
Unfortunately the checkout process aborted halfway and I am not sure if I was charged Otherwise the experience is good.,negative,payment
"Quick note: i wonder if there is a lighter version of the app for older phones Besides that, the font size could be adjustable for better readability.",neutral,"performance,ui"
"Is it possible to link multiple email addresses to one account? Additionally, speed is fine most of the time but dips during sales events. Additionally, some icons could use clearer labels.",neutral,"login,performance,ui"
"The filter options stop working after the first selection Plus, after logging out I am unable to log back in on the same device.",negative,"bug,login"
"Just a heads-up: images fail to load and are replaced by broken-image icons At the same time, two-factor authentication codes are not being delivered. Furthermore, the app becomes almost unusable when the network is only moderately fast.",negative,"bug,login,performance"
I've noticed that the recently added recommendation engine is surprisingly accurate.,positive,feature_request
"Overall i paid successfully but the order status remains unpaid At the same time, the dark mode has white text on light backgrounds in several places.",negative,"payment,ui"
"Thankfully refund was issued quickly after I cancelled the order Plus, the support team followed up to make sure everything was working again. Additionally, the redesigned dashboard looks clean and is easy to navigate.",positive,"payment,support,ui"
The app becomes almost unusable when the network is only moderately fast Would appreciate a fix.,negative,performance
Form fields clear themselves while I am still typing Would appreciate a fix.,negative,bug
I waited over an hour for a response from the help desk and still got no solution.,negative,support
"The login form could remember my username for next time At the same time, is there a dedicated phone line for premium members? At the same time, some icons could use clearer labels.",neutral,"login,support,ui"
"Unfortunately kindly consider adding support for more regional languages On top of that, it would be helpful if more local payment methods were available.",neutral,"feature_request,payment"
Images load so slowly that the screen feels incomplete for a long time.,negative,performance
Speed is fine most of the time but dips during sales events Would appreciate a fix.,neutral,performance
"One problem I keep seeing is that password recovery was straightforward and I was back in minutes Plus, live chat support was available immediately and solved everything quickly. Furthermore, the recent UI refresh made browsing much more pleasant.",positive,"login,support,ui"
"Quick note: the filter options stop working after the first selection At the same time, after logging out I am unable to log back in on the same device. On top of that, icons are not intuitive and I have to guess what each one does.",negative,"bug,login,ui"
"I've noticed that i encounter a random error code that forces me to restart the app Plus, i cannot complete the purchase because the payment button stays disabled.",negative,"bug,payment"
"Unfortunately having a bulk-add-to-cart option would speed things up for me Also, some banks seem to be unsupported at the moment. And having a callback option would make contacting support easier.",neutral,"feature_request,payment,support"
"Images fail to load and are replaced by broken-image icons On top of that, i waited over an hour for a response from the help desk and still got no solution Please look into it.",negative,"bug,support"
"To be honest, everything feels responsive even when I browse many products Furthermore, customer support resolved my issue within minutes and were very polite.",positive,"performance,support"
"For what it's worth, there might be a minor display glitch on certain Android versions Also, is it possible to link multiple email addresses to one account?.",neutral,"bug,login"
In my experience card payment worked on the first try and confirmation arrived immediately.,positive,payment
"In my experience search returns no results even for products I know exist Also, wishlist functionality is missing and I keep losing track of items Otherwise the experience is good.",negative,"bug,feature_request"
In my experience the application crashes every time I try to open the order history Hope this gets fixed soon.,negative,bug
"A rare flicker happens when opening the profile section Furthermore, is there a dedicated phone line for premium members?.",neutral,"bug,support"
"No option exists to schedule deliveries for a later date Additionally, password reset emails never arrive in my inbox.",negative,"feature_request,login"
In my experience support for guest checkout without creating an account would be convenient.,neutral,feature_request
"kindly add the ability to share product links directly to messaging apps Besides that, i wish there was an option to stay logged in for longer periods. At the same time, the list of supported cards could be shown more prominently.",neutral,"feature_request,login,payment"
Lately live chat support was available immediately and solved everything quickly.,positive,support
"It would help if order tracking showed more granular status updates Additionally, is there a way to save multiple payment methods for faster checkout?.",neutral,"feature_request,payment"
"Just wanted to mention that performance seems acceptable on Wi-Fi but slower on mobile data Besides that, having a callback option would make contacting support easier.",neutral,"performance,support"
The absence of a price-drop alert is disappointing Keep up the good work.,negative,feature_request
"Honestly, even with a large catalog the search is impressively fast Thanks!",positive,performance
In my experience login works on desktop but fails consistently on the mobile app Please look into it.,negative,login
The recent addition of order notes is a nice touch And customer support resolved my issue within minutes and were very polite.,positive,"feature_request,support"
"A longer session timeout would reduce the need to re-authenticate Besides that, i would prefer a simpler layout with fewer colors.",neutral,"login,ui"
"Thankfully no option exists to schedule deliveries for a later date Also, the support chat bot only gives canned replies that do not address my problem.",negative,"feature_request,support"
Thankfully a white page appears and nothing loads after the splash screen.,negative,bug
No option exists to schedule deliveries for a later date And the amount was taken from my wallet but the cart is still full. And font sizes are inconsistent across different screens.,negative,"feature_request,payment,ui"
"Biometric login stopped working after the latest update At the same time, pages take more than ten seconds to render after I click a link Thanks!",negative,"login,performance"
I've noticed that the latest update seems to have fixed the previous stability issues Looking forward to an update.,positive,bug
I've noticed that after logging out I am unable to log back in on the same device.,negative,login
I am forced to reset my password every few days for no reason.,negative,login
Just a heads-up: everything feels responsive even when I browse many products.,positive,performance
"I really need a dark mode option that actually works system-wide Plus, the login page keeps saying invalid credentials even with the correct password.",negative,"feature_request,login"
"To be honest, the newly introduced filters have made shopping much easier Plus, paying was straightforward and I received the receipt right away Thanks!",positive,"feature_request,payment"
