feedback,processed_text,sentiment,category
I noticed that the app becomes slow during checkout Please help.,noticed app becomes slow checkout please help,negative,performance
"Recently, i cannot verify my account Please help.",recently verify account please help,negative,login
I noticed that the page becomes blank after clicking the button Please look into it.,noticed page becomes blank clicking button please look,negative,bug
"Honestly, the transaction was declined I need assistance.",honestly transaction declined need assistance,neutral,payment
"Recently, the password reset link is not working This happens repeatedly.",recently password reset link working happens repeatedly,negative,login
I noticed that nobody from customer support has contacted me This happens repeatedly.,noticed nobody customer support contacted happens repeatedly,positive,support
"Today, it would be great to have a dark theme I need assistance.",today would great dark theme need assistance,neutral,feature_request
"Unfortunately, money was deducted but the payment failed Please help.",unfortunately money deducted payment failed please help,negative,payment
"Today, the OTP is not arriving during login Please look into it.",today otp arriving login please look,negative,login
I noticed that the search results are incorrect This is frustrating.,noticed search result incorrect frustrating,negative,bug
"Honestly, the buttons are difficult to find",honestly button difficult find,positive,ui
"Recently, the password reset link is not working Please help.",recently password reset link working please help,negative,login
"For some reason, login takes me back to the sign in page",reason login take back sign page,negative,login
"Today, the application interface is easy to use Can you fix this?",today application interface easy use fix,positive,ui
"Honestly, the support staff were polite and professional",honestly support staff polite professional,negative,support
"Honestly, the app shows an error after checkout Please look into it.",honestly app show error checkout please look,negative,bug
"Unfortunately, login takes me back to the sign in page Can you fix this?",unfortunately login take back sign page fix,negative,login
"Today, something is broken in the application This is frustrating.",today something broken application frustrating,negative,bug
"Recently, the support experience was disappointing Can you fix this?",recently support experience disappointing fix,negative,support
I noticed that the text on the screen is too small Please help.,noticed text screen small please help,positive,ui
"For some reason, the app crashes whenever I upload a file This is frustrating.",reason app crash whenever upload file frustrating,negative,bug
I am having trouble because the interface needs improvement Please help.,trouble interface need improvement please help,negative,ui
I noticed that i am happy with the assistance I received I need assistance.,noticed happy assistance received need assistance,negative,support
"For some reason, the order status is displaying incorrectly Can you fix this?",reason order status displaying incorrectly fix,negative,bug
"For some reason, the payment page shows an error This happens repeatedly.",reason payment page show error happens repeatedly,negative,payment
"Recently, please add a filter for previous orders",recently please add filter previous order,positive,feature_request
"For some reason, the support staff were polite and professional Please look into it.",reason support staff polite professional please look,positive,support
"Unfortunately, the support team did not resolve my problem Please help.",unfortunately support team resolve problem please help,negative,support
I noticed that the application is very slow Can you fix this?,noticed application slow fix,negative,performance
"For some reason, i am unable to access my account Please help.",reason unable access account please help,negative,login
"Recently, it would be useful to have a wishlist Can you fix this?",recently would useful wishlist fix,neutral,feature_request
I noticed that the notification is showing the wrong information Please look into it.,noticed notification showing wrong information please look,negative,bug
"Today, the design is simple and user friendly Please help.",today design simple user friendly please help,negative,ui
Something is broken in the application I need assistance.,something broken application need assistance,negative,bug
"Today, i am unable to pay for my order",today unable pay order,negative,payment
I noticed that please add dark mode to the application Can you fix this?,noticed please add dark mode application fix,neutral,feature_request
I noticed that please add more payment methods This is frustrating.,noticed please add payment method frustrating,neutral,feature_request
Please add more payment methods This is frustrating.,please add payment method frustrating,neutral,feature_request
"Honestly, the notification is showing the wrong information I need assistance.",honestly notification showing wrong information need assistance,negative,bug
"Recently, the menu layout is confusing This happens repeatedly.",recently menu layout confusing happens repeatedly,positive,ui
"Unfortunately, i have not received a response from support This is frustrating.",unfortunately received response support frustrating,negative,support
"Recently, the application freezes frequently I need assistance.",recently application freeze frequently need assistance,negative,performance
I am having trouble because the customer care representative was helpful This happens repeatedly.,trouble customer care representative helpful happens repeatedly,negative,support
"Unfortunately, login takes me back to the sign in page Please help.",unfortunately login take back sign page please help,negative,login
I noticed that the buttons are difficult to find Can you fix this?,noticed button difficult find fix,negative,ui
"Recently, login takes me back to the sign in page I need assistance.",recently login take back sign page need assistance,negative,login
"Recently, please provide an option to change the language Can you fix this?",recently please provide option change language fix,positive,feature_request
"Honestly, i cannot verify my account Can you fix this?",honestly verify account fix,negative,login
"Recently, the OTP is not arriving during login Please look into it.",recently otp arriving login please look,negative,login
"For some reason, i am unable to pay for my order",reason unable pay order,negative,payment
I am having trouble because my account login keeps failing Please help.,trouble account login keep failing please help,negative,login
I am having trouble because please add dark mode to the application Please help.,trouble please add dark mode application please help,neutral,feature_request
"Unfortunately, the application interface is easy to use Please look into it.",unfortunately application interface easy use please look,positive,ui
"Honestly, the transaction was declined Please look into it.",honestly transaction declined please look,negative,payment
I am having trouble because the website response time is very poor Can you fix this?,trouble website response time poor fix,negative,performance
I noticed that the application closes unexpectedly Please look into it.,noticed application close unexpectedly please look,negative,bug
"Today, the navigation is difficult to understand",today navigation difficult understand,neutral,ui
I am having trouble because it would be great to have a dark theme,trouble would great dark theme,positive,feature_request
"Honestly, it would be great to have a dark theme This happens repeatedly.",honestly would great dark theme happens repeatedly,neutral,feature_request
"For some reason, the support experience was disappointing Please look into it.",reason support experience disappointing please look,negative,support
"For some reason, i cannot login to my account Please help.",reason login account please help,negative,login
"Unfortunately, the support team did not resolve my problem This is frustrating.",unfortunately support team resolve problem frustrating,positive,support
"Unfortunately, i would like an option to download invoices",unfortunately would like option download invoice,positive,feature_request
"Today, the application interface is easy to use",today application interface easy use,negative,ui
The application closes unexpectedly Please help.,application close unexpectedly please help,negative,bug
I noticed that i forgot my password and cannot sign in This is frustrating.,noticed forgot password sign frustrating,neutral,login
"Today, the app becomes slow during checkout This happens repeatedly.",today app becomes slow checkout happens repeatedly,negative,performance
"Honestly, the application freezes frequently Please help.",honestly application freeze frequently please help,negative,performance
I noticed that i am unable to pay for my order Please help.,noticed unable pay order please help,negative,payment
"Honestly, the colors and layout make the app easy to use Please help.",honestly color layout make app easy use please help,neutral,ui
I noticed that the password reset link is not working This is frustrating.,noticed password reset link working frustrating,negative,login
"For some reason, the password reset link is not working Can you fix this?",reason password reset link working fix,negative,login
"Today, the password reset link is not working Please look into it.",today password reset link working please look,negative,login
"Recently, i am happy with the assistance I received Please look into it.",recently happy assistance received please look,negative,support
"For some reason, the application is very slow",reason application slow,negative,performance
I noticed that the buttons are difficult to find,noticed button difficult find,neutral,ui
"Unfortunately, the password reset link is not working Please help.",unfortunately password reset link working please help,negative,login
"For some reason, i found a bug in the checkout process Please look into it.",reason found bug checkout process please look,negative,bug
"Unfortunately, i am unable to pay for my order Please look into it.",unfortunately unable pay order please look,negative,payment
"Honestly, the password reset link is not working This happens repeatedly.",honestly password reset link working happens repeatedly,negative,login
I am having trouble because i am unable to access my account I need assistance.,trouble unable access account need assistance,negative,login
I noticed that the card payment keeps failing This is frustrating.,noticed card payment keep failing frustrating,negative,payment
I am having trouble because the application freezes frequently Please help.,trouble application freeze frequently please help,negative,performance
"Recently, i would like an option to download invoices This is frustrating.",recently would like option download invoice frustrating,neutral,feature_request
I am having trouble because the app logs me out whenever I try to sign in I need assistance.,trouble app log whenever try sign need assistance,negative,login
"Recently, the search results are incorrect Please look into it.",recently search result incorrect please look,negative,bug
"For some reason, login takes me back to the sign in page This happens repeatedly.",reason login take back sign page happens repeatedly,negative,login
"For some reason, the transaction was declined",reason transaction declined,negative,payment
"Today, something is broken in the application Please help.",today something broken application please help,negative,bug
I noticed that i cannot verify my account Please look into it.,noticed verify account please look,neutral,login
"Unfortunately, i cannot login to my account This happens repeatedly.",unfortunately login account happens repeatedly,negative,login
I noticed that the app shows an error after checkout,noticed app show error checkout,negative,bug
"Honestly, my account login keeps failing This is frustrating.",honestly account login keep failing frustrating,negative,login
"Today, the app logs me out whenever I try to sign in Can you fix this?",today app log whenever try sign fix,negative,login
"Unfortunately, support took too long to respond This is frustrating.",unfortunately support took long respond frustrating,positive,support
"Unfortunately, the application is very slow This happens repeatedly.",unfortunately application slow happens repeatedly,negative,performance
"Unfortunately, the app becomes slow during checkout This is frustrating.",unfortunately app becomes slow checkout frustrating,negative,performance
"Recently, it would be great to have a dark theme I need assistance.",recently would great dark theme need assistance,neutral,feature_request
I am having trouble because i am happy with the assistance I received,trouble happy assistance received,positive,support
"Unfortunately, support took too long to respond Please look into it.",unfortunately support took long respond please look,negative,support
"Honestly, i am unable to access my account I need assistance.",honestly unable access account need assistance,negative,login
I noticed that my payment failed while placing the order Can you fix this?,noticed payment failed placing order fix,negative,payment
I am having trouble because the application freezes frequently This happens repeatedly.,trouble application freeze frequently happens repeatedly,negative,performance
"Today, i cannot verify my account",today verify account,negative,login
"Honestly, the search results are incorrect Please help.",honestly search result incorrect please help,negative,bug
I noticed that the page becomes blank after clicking the button Please help.,noticed page becomes blank clicking button please help,negative,bug
"Today, the OTP is not arriving during login Please help.",today otp arriving login please help,negative,login
I noticed that the app takes too long to load I need assistance.,noticed app take long load need assistance,negative,performance
"Unfortunately, my payment is stuck Please help.",unfortunately payment stuck please help,negative,payment
"Recently, my payment failed while placing the order Please look into it.",recently payment failed placing order please look,negative,payment
I noticed that the application closes unexpectedly Please look into it.,noticed application close unexpectedly please look,negative,bug
"Recently, the support staff were polite and professional",recently support staff polite professional,positive,support
I am having trouble because i am happy with the assistance I received,trouble happy assistance received,negative,support
"Unfortunately, please add dark mode to the application Please look into it.",unfortunately please add dark mode application please look,neutral,feature_request
"Recently, the navigation is difficult to understand This happens repeatedly.",recently navigation difficult understand happens repeatedly,negative,ui
I noticed that the dashboard looks great Please help.,noticed dashboard look great please help,negative,ui
"Today, please add a filter for previous orders",today please add filter previous order,neutral,feature_request
"Unfortunately, the application freezes frequently This is frustrating.",unfortunately application freeze frequently frustrating,negative,performance
"Honestly, the buttons are difficult to find Please look into it.",honestly button difficult find please look,negative,ui
"Honestly, the application closes unexpectedly Please look into it.",honestly application close unexpectedly please look,negative,bug
I am having trouble because the app becomes slow during checkout This happens repeatedly.,trouble app becomes slow checkout happens repeatedly,negative,performance
"Unfortunately, money was deducted but the payment failed Please look into it.",unfortunately money deducted payment failed please look,neutral,payment
"Unfortunately, the application freezes frequently Please look into it.",unfortunately application freeze frequently please look,negative,performance
"Recently, support took too long to respond Please help.",recently support took long respond please help,negative,support
I noticed that please add a filter for previous orders I need assistance.,noticed please add filter previous order need assistance,neutral,feature_request
I noticed that the support team solved my issue quickly This is frustrating.,noticed support team solved issue quickly frustrating,positive,support
"Honestly, please add dark mode to the application This is frustrating.",honestly please add dark mode application frustrating,neutral,feature_request
"Today, the customer care representative was helpful This is frustrating.",today customer care representative helpful frustrating,negative,support
"Recently, i was charged but the order was not placed This happens repeatedly.",recently charged order placed happens repeatedly,negative,payment
"Recently, the application closes unexpectedly Please look into it.",recently application close unexpectedly please look,negative,bug
I noticed that it would be great to have a dark theme This happens repeatedly.,noticed would great dark theme happens repeatedly,positive,feature_request
The text on the screen is too small This happens repeatedly.,text screen small happens repeatedly,neutral,ui
"For some reason, i am unable to pay for my order I need assistance.",reason unable pay order need assistance,negative,payment
"Unfortunately, i would like to schedule deliveries This happens repeatedly.",unfortunately would like schedule delivery happens repeatedly,neutral,feature_request
"Honestly, the new interface looks clean This is frustrating.",honestly new interface look clean frustrating,positive,ui
"Recently, the OTP is not arriving during login",recently otp arriving login,negative,login
The application freezes frequently Can you fix this?,application freeze frequently fix,negative,performance
"Recently, the menu layout is confusing This happens repeatedly.",recently menu layout confusing happens repeatedly,negative,ui
I noticed that nobody from customer support has contacted me,noticed nobody customer support contacted,negative,support
"Unfortunately, the menu layout is confusing Please help.",unfortunately menu layout confusing please help,neutral,ui
"Recently, the app becomes slow during checkout Please help.",recently app becomes slow checkout please help,negative,performance
"Today, my payment failed while placing the order",today payment failed placing order,negative,payment
"Recently, the order status is displaying incorrectly Please look into it.",recently order status displaying incorrectly please look,negative,bug
I noticed that i would like to schedule deliveries This is frustrating.,noticed would like schedule delivery frustrating,neutral,feature_request
I noticed that my payment failed while placing the order I need assistance.,noticed payment failed placing order need assistance,negative,payment
I noticed that please add dark mode to the application This is frustrating.,noticed please add dark mode application frustrating,neutral,feature_request
"Today, the buttons are difficult to find Please help.",today button difficult find please help,positive,ui
"Honestly, the website response time is very poor Please look into it.",honestly website response time poor please look,negative,performance
I have not received a response from support I need assistance.,received response support need assistance,negative,support
"Today, the app crashes whenever I upload a file",today app crash whenever upload file,negative,bug
I noticed that please provide an option to change the language Please look into it.,noticed please provide option change language please look,neutral,feature_request
"Honestly, something is broken in the application Can you fix this?",honestly something broken application fix,negative,bug
I am having trouble because support took too long to respond This is frustrating.,trouble support took long respond frustrating,negative,support
"For some reason, i am unable to pay for my order",reason unable pay order,negative,payment
"Unfortunately, i am happy with the assistance I received I need assistance.",unfortunately happy assistance received need assistance,positive,support
"Honestly, the navigation is difficult to understand Please look into it.",honestly navigation difficult understand please look,positive,ui
"Unfortunately, my account login keeps failing This happens repeatedly.",unfortunately account login keep failing happens repeatedly,negative,login
"Recently, the menu layout is confusing This is frustrating.",recently menu layout confusing frustrating,negative,ui
The OTP is not arriving during login Please help.,otp arriving login please help,negative,login
"For some reason, the menu layout is confusing I need assistance.",reason menu layout confusing need assistance,positive,ui
"Today, the design is simple and user friendly I need assistance.",today design simple user friendly need assistance,negative,ui
I noticed that the design is simple and user friendly,noticed design simple user friendly,negative,ui
I am having trouble because i cannot login to my account Please look into it.,trouble login account please look,negative,login
I am having trouble because it takes forever to open the dashboard Please look into it.,trouble take forever open dashboard please look,negative,performance
"For some reason, the password reset link is not working This happens repeatedly.",reason password reset link working happens repeatedly,negative,login
"Today, i found a bug in the checkout process This happens repeatedly.",today found bug checkout process happens repeatedly,negative,bug
I would like an option to download invoices This happens repeatedly.,would like option download invoice happens repeatedly,positive,feature_request
"Recently, nobody from customer support has contacted me Can you fix this?",recently nobody customer support contacted fix,positive,support
I am having trouble because the password reset link is not working This is frustrating.,trouble password reset link working frustrating,negative,login
The interface needs improvement I need assistance.,interface need improvement need assistance,negative,ui
"Unfortunately, my account login keeps failing Can you fix this?",unfortunately account login keep failing fix,negative,login
I am having trouble because i am unable to pay for my order Please look into it.,trouble unable pay order please look,negative,payment
I am having trouble because i found a bug in the checkout process This is frustrating.,trouble found bug checkout process frustrating,negative,bug
I am having trouble because the search results are incorrect This happens repeatedly.,trouble search result incorrect happens repeatedly,negative,bug
"Today, i would like to schedule deliveries This is frustrating.",today would like schedule delivery frustrating,neutral,feature_request
I am having trouble because can you add fingerprint login,trouble add fingerprint login,neutral,feature_request
I noticed that i am unable to pay for my order This is frustrating.,noticed unable pay order frustrating,negative,payment
I am having trouble because the application is very slow This is frustrating.,trouble application slow frustrating,negative,performance
"Unfortunately, i would like an option to download invoices",unfortunately would like option download invoice,neutral,feature_request
"Unfortunately, i cannot login to my account I need assistance.",unfortunately login account need assistance,negative,login
I am having trouble because the transaction was declined Please help.,trouble transaction declined please help,negative,payment
"Unfortunately, the support team did not resolve my problem Can you fix this?",unfortunately support team resolve problem fix,neutral,support
I cannot complete the payment Can you fix this?,complete payment fix,negative,payment
"Honestly, uPI payment is not going through This happens repeatedly.",honestly upi payment going happens repeatedly,negative,payment
"Recently, the dashboard looks great Please help.",recently dashboard look great please help,negative,ui
The interface needs improvement Please look into it.,interface need improvement please look,positive,ui
I am having trouble because my payment is stuck I need assistance.,trouble payment stuck need assistance,negative,payment
"Today, the app becomes slow during checkout Please help.",today app becomes slow checkout please help,negative,performance
"Today, i would like an option to download invoices",today would like option download invoice,neutral,feature_request
"Recently, the app takes too long to load Please look into it.",recently app take long load please look,negative,performance
"Recently, uPI payment is not going through Can you fix this?",recently upi payment going fix,negative,payment
I noticed that the colors and layout make the app easy to use This happens repeatedly.,noticed color layout make app easy use happens repeatedly,negative,ui
"Recently, i am unable to pay for my order Can you fix this?",recently unable pay order fix,negative,payment
"Recently, i forgot my password and cannot sign in Please help.",recently forgot password sign please help,negative,login
"Recently, the customer care representative was helpful I need assistance.",recently customer care representative helpful need assistance,negative,support
"Unfortunately, my payment failed while placing the order Can you fix this?",unfortunately payment failed placing order fix,negative,payment
"For some reason, the app takes too long to load",reason app take long load,negative,performance
I am having trouble because the navigation is difficult to understand Please help.,trouble navigation difficult understand please help,negative,ui
I noticed that the application is lagging badly This is frustrating.,noticed application lagging badly frustrating,negative,performance
"Today, i have not received a response from support",today received response support,negative,support
"Honestly, the customer care representative was helpful This is frustrating.",honestly customer care representative helpful frustrating,positive,support
"Unfortunately, i cannot verify my account Please look into it.",unfortunately verify account please look,negative,login
I noticed that please add dark mode to the application,noticed please add dark mode application,neutral,feature_request
The customer care representative was helpful,customer care representative helpful,negative,support
I noticed that i cannot complete the payment Please look into it.,noticed complete payment please look,negative,payment
I am having trouble because support took too long to respond This is frustrating.,trouble support took long respond frustrating,positive,support
"Unfortunately, please add dark mode to the application",unfortunately please add dark mode application,neutral,feature_request
The login page is not working Can you fix this?,login page working fix,negative,login
"Unfortunately, the application crashes when I open my profile This is frustrating.",unfortunately application crash open profile frustrating,negative,bug
"Honestly, please add notifications for price changes I need assistance.",honestly please add notification price change need assistance,neutral,feature_request
I am having trouble because the support experience was disappointing Can you fix this?,trouble support experience disappointing fix,positive,support
"Unfortunately, every screen takes a long time to open",unfortunately every screen take long time open,negative,performance
"Unfortunately, the application interface is easy to use",unfortunately application interface easy use,positive,ui
"For some reason, the interface needs improvement Please help.",reason interface need improvement please help,positive,ui
"For some reason, the dashboard looks great This is frustrating.",reason dashboard look great frustrating,negative,ui
"Recently, the payment page shows an error This happens repeatedly.",recently payment page show error happens repeatedly,negative,payment
"Honestly, please add more payment methods Can you fix this?",honestly please add payment method fix,neutral,feature_request
"For some reason, the transaction was declined This is frustrating.",reason transaction declined frustrating,negative,payment
"Unfortunately, i would like to schedule deliveries Can you fix this?",unfortunately would like schedule delivery fix,neutral,feature_request
"Unfortunately, please add notifications for price changes This happens repeatedly.",unfortunately please add notification price change happens repeatedly,positive,feature_request
I am having trouble because please provide an option to change the language I need assistance.,trouble please provide option change language need assistance,positive,feature_request
I noticed that it would be useful to have a wishlist Can you fix this?,noticed would useful wishlist fix,neutral,feature_request
I am having trouble because the card payment keeps failing,trouble card payment keep failing,neutral,payment
"Unfortunately, my payment failed while placing the order Please help.",unfortunately payment failed placing order please help,negative,payment
"Recently, it takes forever to open the dashboard Please look into it.",recently take forever open dashboard please look,negative,performance
"Honestly, every screen takes a long time to open Please help.",honestly every screen take long time open please help,negative,performance
I am having trouble because the card payment keeps failing Can you fix this?,trouble card payment keep failing fix,negative,payment
I am having trouble because the application closes unexpectedly Can you fix this?,trouble application close unexpectedly fix,negative,bug
"Recently, i cannot login to my account I need assistance.",recently login account need assistance,negative,login
"For some reason, the search results are incorrect Please help.",reason search result incorrect please help,negative,bug
"Unfortunately, i cannot verify my account This happens repeatedly.",unfortunately verify account happens repeatedly,negative,login
"Today, the support team solved my issue quickly Can you fix this?",today support team solved issue quickly fix,positive,support
"For some reason, i cannot complete the payment This is frustrating.",reason complete payment frustrating,negative,payment
I am having trouble because i am unable to pay for my order Please help.,trouble unable pay order please help,negative,payment
"Today, the password reset link is not working I need assistance.",today password reset link working need assistance,negative,login
"Honestly, it takes forever to open the dashboard This happens repeatedly.",honestly take forever open dashboard happens repeatedly,negative,performance
Customer service was very helpful Can you fix this?,customer service helpful fix,negative,support
"For some reason, please add notifications for price changes Please look into it.",reason please add notification price change please look,neutral,feature_request
My account login keeps failing,account login keep failing,negative,login
"Recently, the transaction was declined Can you fix this?",recently transaction declined fix,negative,payment
My payment failed while placing the order This happens repeatedly.,payment failed placing order happens repeatedly,negative,payment
"Today, it would be useful to have a wishlist",today would useful wishlist,neutral,feature_request
I noticed that i am unable to pay for my order This happens repeatedly.,noticed unable pay order happens repeatedly,negative,payment
"Today, the application crashes when I open my profile I need assistance.",today application crash open profile need assistance,negative,bug
The card payment keeps failing This happens repeatedly.,card payment keep failing happens repeatedly,negative,payment
"Honestly, support took too long to respond Can you fix this?",honestly support took long respond fix,negative,support
I noticed that the menu layout is confusing This happens repeatedly.,noticed menu layout confusing happens repeatedly,negative,ui
"Recently, the app becomes slow during checkout Please help.",recently app becomes slow checkout please help,negative,performance
"Honestly, the OTP is not arriving during login Please look into it.",honestly otp arriving login please look,negative,login
"For some reason, my payment is stuck Please help.",reason payment stuck please help,negative,payment
I noticed that the app becomes slow during checkout,noticed app becomes slow checkout,negative,performance
"Unfortunately, the support team solved my issue quickly This is frustrating.",unfortunately support team solved issue quickly frustrating,neutral,support
I noticed that the application crashes when I open my profile Please help.,noticed application crash open profile please help,negative,bug
"For some reason, the password reset link is not working This happens repeatedly.",reason password reset link working happens repeatedly,negative,login
"For some reason, the dashboard looks great Can you fix this?",reason dashboard look great fix,positive,ui
"Today, the application freezes frequently This is frustrating.",today application freeze frequently frustrating,negative,performance
"Recently, my payment is stuck Please help.",recently payment stuck please help,negative,payment
I noticed that the design is simple and user friendly,noticed design simple user friendly,positive,ui
"For some reason, i am unable to pay for my order Please help.",reason unable pay order please help,neutral,payment
"Honestly, i would like to schedule deliveries This is frustrating.",honestly would like schedule delivery frustrating,neutral,feature_request
"Recently, pages are loading slowly",recently page loading slowly,negative,performance
My payment is stuck This is frustrating.,payment stuck frustrating,negative,payment
"Today, the application closes unexpectedly Can you fix this?",today application close unexpectedly fix,negative,bug
"Honestly, it takes forever to open the dashboard I need assistance.",honestly take forever open dashboard need assistance,neutral,performance
"Today, the application is very slow Please help.",today application slow please help,negative,performance
"Today, the OTP is not arriving during login Can you fix this?",today otp arriving login fix,negative,login
"Recently, the search results are incorrect",recently search result incorrect,negative,bug
"Today, i am unable to pay for my order This is frustrating.",today unable pay order frustrating,neutral,payment
"Unfortunately, money was deducted but the payment failed Please help.",unfortunately money deducted payment failed please help,negative,payment
"Today, i am happy with the assistance I received",today happy assistance received,positive,support
"Unfortunately, the app shows an error after checkout",unfortunately app show error checkout,negative,bug
I noticed that the app becomes slow during checkout I need assistance.,noticed app becomes slow checkout need assistance,negative,performance
Please add notifications for price changes Please help.,please add notification price change please help,neutral,feature_request
"Today, i am unable to access my account I need assistance.",today unable access account need assistance,negative,login
I noticed that my payment failed while placing the order Please help.,noticed payment failed placing order please help,negative,payment
I am having trouble because the text on the screen is too small Please look into it.,trouble text screen small please look,positive,ui
I noticed that i have not received a response from support I need assistance.,noticed received response support need assistance,negative,support
The app crashes whenever I upload a file I need assistance.,app crash whenever upload file need assistance,neutral,bug
"Today, it would be great to have a dark theme Please look into it.",today would great dark theme please look,neutral,feature_request
"Recently, the application is lagging badly This is frustrating.",recently application lagging badly frustrating,negative,performance
"For some reason, i was charged but the order was not placed This is frustrating.",reason charged order placed frustrating,negative,payment
I noticed that the support team did not resolve my problem I need assistance.,noticed support team resolve problem need assistance,negative,support
I am having trouble because the interface needs improvement Please look into it.,trouble interface need improvement please look,neutral,ui
I am having trouble because the page becomes blank after clicking the button Please look into it.,trouble page becomes blank clicking button please look,negative,bug
"Today, support took too long to respond This happens repeatedly.",today support took long respond happens repeatedly,negative,support
My payment failed while placing the order This is frustrating.,payment failed placing order frustrating,negative,payment
I am having trouble because the payment page shows an error Please help.,trouble payment page show error please help,negative,payment
"Today, please add dark mode to the application Please look into it.",today please add dark mode application please look,neutral,feature_request
I am having trouble because it would be useful to have a wishlist This is frustrating.,trouble would useful wishlist frustrating,neutral,feature_request
I noticed that i found a bug in the checkout process This happens repeatedly.,noticed found bug checkout process happens repeatedly,negative,bug
"Today, i would like to schedule deliveries Please help.",today would like schedule delivery please help,neutral,feature_request
"Honestly, money was deducted but the payment failed This is frustrating.",honestly money deducted payment failed frustrating,negative,payment
I am having trouble because the password reset link is not working Can you fix this?,trouble password reset link working fix,negative,login
I am having trouble because my account login keeps failing I need assistance.,trouble account login keep failing need assistance,negative,login
I noticed that the support staff were polite and professional This happens repeatedly.,noticed support staff polite professional happens repeatedly,positive,support
"Today, customer service was very helpful Please help.",today customer service helpful please help,positive,support
I noticed that the application freezes frequently This is frustrating.,noticed application freeze frequently frustrating,negative,performance
I am having trouble because nobody from customer support has contacted me This is frustrating.,trouble nobody customer support contacted frustrating,negative,support
I am having trouble because the payment page shows an error Can you fix this?,trouble payment page show error fix,negative,payment
I noticed that it takes forever to open the dashboard This is frustrating.,noticed take forever open dashboard frustrating,negative,performance
"Honestly, the text on the screen is too small Can you fix this?",honestly text screen small fix,negative,ui
"Honestly, the customer care representative was helpful This happens repeatedly.",honestly customer care representative helpful happens repeatedly,positive,support
"For some reason, i cannot complete the payment",reason complete payment,negative,payment
"Today, it would be great to have a dark theme I need assistance.",today would great dark theme need assistance,neutral,feature_request
"Recently, the application interface is easy to use",recently application interface easy use,negative,ui
I am having trouble because support took too long to respond Please look into it.,trouble support took long respond please look,neutral,support
I noticed that i forgot my password and cannot sign in Can you fix this?,noticed forgot password sign fix,negative,login
I noticed that the transaction was declined Can you fix this?,noticed transaction declined fix,negative,payment
"Today, uPI payment is not going through Please help.",today upi payment going please help,negative,payment
"Unfortunately, i have not received a response from support Please look into it.",unfortunately received response support please look,positive,support
I am happy with the assistance I received Can you fix this?,happy assistance received fix,positive,support
"Honestly, something is broken in the application Can you fix this?",honestly something broken application fix,negative,bug
"Unfortunately, i cannot login to my account Please look into it.",unfortunately login account please look,negative,login
"Honestly, i have not received a response from support This happens repeatedly.",honestly received response support happens repeatedly,negative,support
I noticed that please add dark mode to the application Please look into it.,noticed please add dark mode application please look,neutral,feature_request
"Today, my account login keeps failing This happens repeatedly.",today account login keep failing happens repeatedly,negative,login
"Unfortunately, i was charged but the order was not placed This happens repeatedly.",unfortunately charged order placed happens repeatedly,negative,payment
I noticed that i cannot complete the payment This happens repeatedly.,noticed complete payment happens repeatedly,negative,payment
"Unfortunately, please add dark mode to the application This is frustrating.",unfortunately please add dark mode application frustrating,neutral,feature_request
"For some reason, the login page is not working",reason login page working,neutral,login
I am having trouble because login takes me back to the sign in page Can you fix this?,trouble login take back sign page fix,negative,login
"For some reason, the customer care representative was helpful This is frustrating.",reason customer care representative helpful frustrating,positive,support
I am having trouble because customer service was very helpful Please help.,trouble customer service helpful please help,positive,support
I noticed that uPI payment is not going through Please help.,noticed upi payment going please help,negative,payment
"Honestly, the support staff were polite and professional This happens repeatedly.",honestly support staff polite professional happens repeatedly,positive,support
The app crashes whenever I upload a file This happens repeatedly.,app crash whenever upload file happens repeatedly,negative,bug
"Today, please add dark mode to the application Can you fix this?",today please add dark mode application fix,neutral,feature_request
"Honestly, the navigation is difficult to understand",honestly navigation difficult understand,positive,ui
"For some reason, the navigation is difficult to understand",reason navigation difficult understand,negative,ui
Please add more payment methods Please look into it.,please add payment method please look,neutral,feature_request
The design is simple and user friendly This is frustrating.,design simple user friendly frustrating,negative,ui
"Honestly, i am unable to pay for my order",honestly unable pay order,neutral,payment
I noticed that the page becomes blank after clicking the button,noticed page becomes blank clicking button,negative,bug
"Today, the support staff were polite and professional This happens repeatedly.",today support staff polite professional happens repeatedly,negative,support
I noticed that please add notifications for price changes This is frustrating.,noticed please add notification price change frustrating,neutral,feature_request
"Today, the support experience was disappointing This happens repeatedly.",today support experience disappointing happens repeatedly,negative,support
I am having trouble because the app shows an error after checkout This is frustrating.,trouble app show error checkout frustrating,negative,bug
"Today, i am happy with the assistance I received Please look into it.",today happy assistance received please look,positive,support
"Today, the support team did not resolve my problem Please look into it.",today support team resolve problem please look,negative,support
"Today, something is broken in the application I need assistance.",today something broken application need assistance,negative,bug
"Unfortunately, the customer care representative was helpful This is frustrating.",unfortunately customer care representative helpful frustrating,negative,support
Please provide an option to change the language Please help.,please provide option change language please help,neutral,feature_request
I am having trouble because the app logs me out whenever I try to sign in,trouble app log whenever try sign,negative,login
"Unfortunately, please add notifications for price changes",unfortunately please add notification price change,positive,feature_request
"Honestly, it takes forever to open the dashboard Please help.",honestly take forever open dashboard please help,negative,performance
I am having trouble because the transaction was declined Can you fix this?,trouble transaction declined fix,negative,payment
